contig_ID,Methylation_MAG
s4.ctg015348l,NA
s40052.ctg062954l,NA
s36014.ctg054890l,NA
s4.ctg001424l,NA
s27660.ctg040760c,NA
s4.ctg013354l,NA
s31227.ctg046500l,NA
s39731.ctg062257l,NA
s4.ctg023865l,NA
s4.ctg006474l,NA
s9133.ctg013200l,NA
s4.ctg002531l,NA
s30556.ctg045397l,NA
s38844.ctg060451l,NA
s1193.ctg057042l,NA
s22719.ctg033180l,NA
s38599.ctg059948l,NA
s39779.ctg062363l,NA
s149.ctg020884l,NA
s1381.ctg005011l,NA
s43323.ctg071045l,NA
s10517.ctg015146l,NA
s5422.ctg007847l,NA
s13150.ctg018936l,NA
s4.ctg055694l,NA
s3178.ctg004627l,NA
s27853.ctg041062l,NA
s3182.ctg004633l,NA
s24951.ctg036591l,NA
s3608.ctg005239l,NA
s12657.ctg018231l,NA
s2280.ctg029709l,NA
s944.ctg001350l,NA
s12478.ctg017987l,NA
s4.ctg047579l,NA
s4.ctg008720l,NA
s4.ctg038147l,NA
s32488.ctg048556l,NA
s4.ctg010366l,NA
s4.ctg051596l,NA
s15286.ctg022098l,NA
s1726.ctg002501l,NA
s4.ctg035555l,NA
s4.ctg026584l,NA
s4.ctg002793l,NA
s40501.ctg063950l,NA
s4.ctg055876l,NA
s4.ctg032184l,NA
s4.ctg031580l,NA
s4.ctg039930l,NA
s12638.ctg018205l,NA
s4.ctg015920l,NA
s4.ctg065125l,NA
s16689.ctg024152l,NA
s17547.ctg025452l,NA
s4.ctg042630l,NA
s29768.ctg044149l,NA
s4.ctg060105l,NA
s42622.ctg069097l,NA
s39034.ctg060828l,NA
s40310.ctg063508l,NA
s4.ctg048796l,NA
s4.ctg007298l,NA
s5609.ctg008110l,NA
s4.ctg009118l,NA
s322.ctg067922l,NA
s23148.ctg033802l,NA
s4.ctg010217l,NA
s39916.ctg062646l,NA
s4.ctg017256l,NA
s37628.ctg058030l,NA
s4.ctg040904l,NA
s38786.ctg060347l,NA
s4.ctg031261l,NA
s25394.ctg037274l,NA
s4.ctg027082l,NA
s4.ctg023443l,NA
s4.ctg053566l,NA
s22611.ctg033030l,NA
s10855.ctg015631l,NA
s4.ctg068972l,NA
s4.ctg059145l,NA
s4.ctg051487l,NA
s5004.ctg007234l,NA
s21.ctg017584l,NA
s4.ctg003586l,NA
s20649.ctg030083l,NA
s5776.ctg008336l,NA
s4.ctg056877l,NA
s4.ctg058310l,NA
s4.ctg051693l,NA
s4.ctg051315l,NA
s4.ctg064436l,NA
s28784.ctg042526l,NA
s4.ctg038087l,NA
s4.ctg038982l,NA
s4.ctg043787l,NA
s24309.ctg035588l,NA
s4.ctg065473l,NA
s4.ctg009601l,NA
s27031.ctg039785l,NA
s24128.ctg035302l,NA
s4.ctg020856l,NA
s4.ctg036352l,NA
s4.ctg017300l,NA
s4.ctg067950l,NA
s4.ctg065959l,NA
s4.ctg049645l,NA
s4.ctg063836l,NA
s32603.ctg048757l,NA
s4.ctg041934l,NA
s4.ctg032368l,NA
s17372.ctg025202l,NA
s4.ctg025285l,NA
s42849.ctg069710l,NA
s4.ctg022117l,NA
s4.ctg039809l,NA
s42930.ctg069923l,NA
s4.ctg055760l,NA
s13299.ctg019163l,NA
s24794.ctg036348l,NA
s26834.ctg039484l,NA
s4.ctg061275l,NA
s4.ctg045947l,NA
s25848.ctg037966l,NA
s4.ctg070241l,NA
s38448.ctg059677l,NA
s4.ctg061286l,NA
s4.ctg048653l,NA
s42676.ctg069245l,NA
s4.ctg065208l,NA
s7835.ctg011353l,NA
s4.ctg039555l,NA
s4.ctg071971l,NA
s41112.ctg065326l,NA
s4.ctg064295l,NA
s4005.ctg005813l,NA
s752.ctg001085l,NA
s26657.ctg039207l,NA
s4.ctg053568l,NA
s4.ctg060632l,NA
s4.ctg002425l,NA
s4.ctg014791l,NA
s4.ctg057905l,NA
s24401.ctg035738l,NA
s4.ctg033698l,NA
s39721.ctg062231l,NA
s4.ctg033869l,NA
s30441.ctg045216l,NA
s6904.ctg010027l,NA
s4.ctg033901l,NA
s4.ctg054940l,NA
s35395.ctg053742l,NA
s4.ctg018289l,NA
s4.ctg055255l,NA
s41248.ctg065642l,NA
s4.ctg004681l,NA
s4.ctg022500l,NA
s30119.ctg044704l,NA
s4.ctg051050l,NA
s4.ctg001236l,NA
s38044.ctg058825l,NA
s4.ctg050632l,NA
s39755.ctg062311l,NA
s4.ctg054178l,NA
s4.ctg023890l,NA
s4.ctg070961l,NA
s18120.ctg026307l,NA
s29874.ctg044310l,NA
s5521.ctg007984l,NA
s43639.ctg071969l,NA
s28958.ctg042794l,NA
s30791.ctg045778l,NA
s4.ctg034074l,NA
s4.ctg073505l,NA
s4.ctg030344l,NA
s4.ctg016654l,NA
s21.ctg027225l,NA
s4.ctg071672l,NA
s4.ctg048027l,NA
s16300.ctg023595l,NA
s4.ctg068417l,NA
s21.ctg011581l,NA
s4.ctg041641l,NA
s1612.ctg002327l,NA
s4.ctg054495l,NA
s4.ctg025277l,NA
s4.ctg050516l,NA
s34019.ctg051139l,NA
s27443.ctg040422l,NA
s4.ctg043190l,NA
s4.ctg036429l,NA
s17949.ctg026056l,NA
s4.ctg021414l,NA
s4.ctg068198l,NA
s322.ctg072595l,NA
s4.ctg008696l,NA
s4.ctg069040l,NA
s4.ctg026033l,NA
s17852.ctg025911l,NA
s30996.ctg046101l,NA
s14000.ctg020237l,NA
s6209.ctg008992l,NA
s5542.ctg008015l,NA
s28506.ctg042093l,NA
s4.ctg016586l,NA
s2221.ctg003239l,NA
s4.ctg022855l,NA
s2821.ctg004100l,NA
s4.ctg051101l,NA
s4.ctg025024l,NA
s8128.ctg011765l,NA
s10576.ctg015219l,NA
s4.ctg026325l,NA
s35211.ctg053403l,NA
s322.ctg056118l,NA
s2007.ctg002921l,NA
s20176.ctg029347l,NA
s4.ctg011938l,NA
s42889.ctg069811l,NA
s4687.ctg006774l,NA
s1193.ctg046520l,NA
s4362.ctg006312l,NA
s4.ctg057070l,NA
s4.ctg019778l,NA
s4.ctg051118l,NA
s149.ctg019770l,NA
s4.ctg023943l,NA
s4.ctg054748l,NA
s4.ctg065514l,NA
s4.ctg024572l,NA
s4.ctg036139l,NA
s3821.ctg005555l,NA
s4.ctg006659l,NA
s41811.ctg066968l,NA
s4.ctg038998l,NA
s4.ctg015005l,NA
s4.ctg051324l,NA
s4.ctg031859l,NA
s38718.ctg060199l,NA
s4.ctg049856l,NA
s4.ctg025123l,NA
s14947.ctg021630l,NA
s2973.ctg004328l,NA
s4.ctg043175l,NA
s4.ctg017289l,NA
s4.ctg059811l,NA
s3596.ctg005223l,NA
s4118.ctg005967c,NA
s173.ctg000254l,NA
s322.ctg057288l,NA
s4.ctg004679l,NA
s4.ctg046231l,NA
s4.ctg011323l,NA
s4.ctg019099l,NA
s18132.ctg026327l,NA
s40353.ctg063604l,NA
s4.ctg012397l,NA
s42266.ctg068149l,NA
s12105.ctg017454l,NA
s4.ctg048839l,NA
s21.ctg000031l,NA
s4.ctg014059l,NA
s314.ctg061140l,NA
s4.ctg069123l,NA
s28311.ctg041777l,NA
s32657.ctg048852l,NA
s343.ctg000866l,NA
s4.ctg015680l,NA
s4.ctg073326l,NA
s4.ctg023174l,NA
s4.ctg048051l,NA
s36534.ctg055911l,NA
s4.ctg034891l,NA
s4.ctg009073l,NA
s633.ctg040029l,NA
s4.ctg023485l,NA
s22156.ctg032359l,NA
s4.ctg058728l,NA
s15320.ctg022149l,NA
s7842.ctg011362l,NA
s4.ctg031713l,NA
s4.ctg051062l,NA
s12721.ctg018312l,NA
s4.ctg033799l,NA
s8944.ctg012938l,NA
s25215.ctg036994l,NA
s4.ctg011163l,NA
s4.ctg063660l,NA
s15767.ctg022822l,NA
s10103.ctg014593l,NA
s40778.ctg064541l,NA
