sample	percent	reads	taxon_id	taxon_name
INF1	0.001502	54	561555	Zhouia
INF1	0.001502	54	2774146	Frigoriglobus
INF1	0.001502	54	2816884	Qingshengfaniella
INF1	0.001474	53	179	Leptospirillum
INF1	0.001474	53	1854	Frankia
INF1	0.001474	53	156885	Thioflavicoccus
INF1	0.001474	53	377315	Mariprofundus
INF1	0.001474	53	437504	Granulosicoccus
INF1	0.001474	53	511745	Methylacidiphilum (ex Ratnadevi et al. 2023)
INF1	0.001474	53	1255275	Oceanotoga
INF1	0.001474	53	1382832	Telmatocola
INF1	0.001474	53	1616789	Salinispira
INF1	0.001474	53	1844015	Pontivivens
INF1	0.001474	53	2715734	Candidatus Chazhemtobacterium
INF1	0.001474	53	3059405	Prodigiosinella
INF1	0.001446	52	249529	Caldanaerobacter
INF1	0.001446	52	1160973	Auritidibacter
INF1	0.001446	52	1860077	Sulfuriflexus
INF1	0.001446	52	2661800	Georhizobium
INF1	0.001446	52	2813804	Paremcibacter
INF1	0.001418	51	1068	Rhodomicrobium
INF1	0.001418	51	32636	Halothermothrix
INF1	0.001418	51	36739	Dermabacter
INF1	0.001418	51	45989	Methanoculleus
INF1	0.001418	51	46200	Geovibrio
INF1	0.001418	51	198251	Candidatus Pelagibacter
INF1	0.001418	51	227979	Jeotgalicoccus
INF1	0.001418	51	670486	Dehalogenimonas
INF1	0.001418	51	1155738	Moorena
INF1	0.001418	51	1434042	Salisediminibacterium
INF1	0.001418	51	1565532	Rouxiella
INF1	0.001418	51	1649510	Variibacter
INF1	0.001418	51	2211641	Yoonia
INF1	0.001418	51	2795783	Pirellulimonas
INF1	0.001391	50	71666	Waddlia
INF1	0.001391	50	444051	Mesoflavibacter
INF1	0.001391	50	1217416	Halioglobus
INF1	0.001391	50	2078948	Epidermidibacterium
INF1	0.001391	50	2795605	Aureliella
INF1	0.001391	50	2837503	Gottfriedia
INF1	0.001391	50	2897349	Candidatus Uabimicrobium
INF1	0.001363	49	13	Dictyoglomus
INF1	0.001363	49	76632	Thermobacillus
INF1	0.001363	49	83677	Thermobifida
INF1	0.001363	49	246861	Grimontia
INF1	0.001363	49	262406	Thermobaculum
INF1	0.001363	49	545865	Calditerrivibrio
INF1	0.001363	49	745410	Gallaecimonas
INF1	0.001363	49	1434050	Zhongshania
INF1	0.001363	49	1779136	Bradymonas
INF1	0.001363	49	2838250	Kaustia
INF1	0.001363	49	2967089	Abyssalbus
INF1	0.001335	48	1955420	Silicimonas
INF1	0.001335	48	2603324	Acidibrevibacterium
INF1	0.001335	48	2608728	Acidisarcina
INF1	0.001335	48	2685927	Tardibacter
INF1	0.001335	48	2903106	Haploplasma
INF1	0.001335	48	2943291	Pseudemcibacter
INF1	0.001335	48	2981628	Aedoeadaptatus
INF1	0.001307	47	620	Shigella
INF1	0.001307	47	359337	Marinimicrobium
INF1	0.001307	47	375928	Natranaerobius
INF1	0.001307	47	427922	Desulfurivibrio
INF1	0.001307	47	651456	Kosmotoga
INF1	0.001307	47	1084558	Oceanicoccus
INF1	0.001307	47	2078575	Psychromicrobium
INF1	0.001279	46	1158	Oscillatoria
INF1	0.001279	46	152053	Starkeya
INF1	0.001279	46	459532	Terribacillus
INF1	0.001279	46	704093	Anaerobacillus
INF1	0.001279	46	1434046	Sphingorhabdus
INF1	0.001279	46	1594166	Oricola
INF1	0.001279	46	1692042	Sulfurifustis
INF1	0.001279	46	2893036	Venatoribacter
INF1	0.001252	45	184923	Methylocapsa
INF1	0.001252	45	292635	Laceyella
INF1	0.001252	45	472568	Devriesea
INF1	0.001252	45	741759	Tomitella
INF1	0.001252	45	1006480	Caldinitratiruptor
INF1	0.001252	45	1195526	Gryllotalpicola
INF1	0.001252	45	1742974	Pyruvatibacter
INF1	0.001252	45	2895509	Metamycoplasma
INF1	0.001252	45	3137766	Vreelandella
INF1	0.001224	44	499	Thermomicrobium
INF1	0.001224	44	28884	Hydrogenovibrio
INF1	0.001224	44	34093	Simkania
INF1	0.001224	44	51366	Salinivibrio
INF1	0.001224	44	252301	Oceanicola
INF1	0.001224	44	361177	Altererythrobacter
INF1	0.001224	44	406099	Aquisalimonas
INF1	0.001224	44	475230	Pullulanibacillus
INF1	0.001224	44	511678	Aliivibrio
INF1	0.001224	44	1287916	Euzebyella
INF1	0.001224	44	2038635	Hyphococcus
INF1	0.001224	44	2303528	Thermoleptolyngbya
INF1	0.001196	43	2184	Methanococcus
INF1	0.001196	43	2733	Symbiobacterium
INF1	0.001196	43	245186	Loktanella
INF1	0.001196	43	482460	Sediminibacillus
INF1	0.001196	43	1541670	Methylacidimicrobium
INF1	0.001196	43	1658781	Aliiroseovarius
INF1	0.001196	43	1857011	Lysinibacter
INF1	0.001196	43	1868332	Neomicrococcus
INF1	0.001196	43	2767878	Bombilactobacillus
INF1	0.001196	43	2795781	Aeoliella
INF1	0.001196	43	2813803	Luteithermobacter
INF1	0.001196	43	2903105	Alteracholeplasma
INF1	0.001168	42	192992	Thermoleophilum
INF1	0.001168	42	412033	Celerinatantimonas
INF1	0.001168	42	1745211	Chania
INF1	0.001168	42	2831925	Pukyongiella
INF1	0.001168	42	2944826	Pontibrevibacter
INF1	0.00114	41	1562	Desulfotomaculum
INF1	0.00114	41	2019	Thermomonospora
INF1	0.00114	41	34098	Blattabacterium
INF1	0.00114	41	119044	Filomicrobium
INF1	0.00114	41	182269	Aurantimonas
INF1	0.00114	41	570266	Methanocella
INF1	0.00114	41	697331	Basfia
INF1	0.00114	41	1193515	Snodgrassella
INF1	0.00114	41	1406135	Breoghania
INF1	0.00114	41	1433402	Glycocaulis
INF1	0.00114	41	1874526	Kovacikia
INF1	0.00114	41	1904377	Acuticoccus
INF1	0.00114	41	2493629	Minwuia
INF1	0.00114	41	2678529	Kineobactrum
INF1	0.00114	41	2707020	Aerosticca
INF1	0.00114	41	2838409	Pigmentibacter
INF1	0.001113	40	44	Melittangium
INF1	0.001113	40	112008	Ignatzschineria
INF1	0.001113	40	309512	Dinoroseobacter
INF1	0.001113	40	369400	Flaviramulus
INF1	0.001113	40	414878	Catenulispora
INF1	0.001113	40	1434019	Mameliella
INF1	0.001113	40	2767892	Secundilactobacillus
INF1	0.001113	40	2893057	Shouchella
INF1	0.001085	39	1649	Kurthia
INF1	0.001085	39	65551	Meiothermus
INF1	0.001085	39	216431	Croceibacter
INF1	0.001085	39	255204	Pseudoclavibacter
INF1	0.001085	39	261963	Kangiella
INF1	0.001085	39	373984	Rivularia
INF1	0.001085	39	390988	Actinocatenispora
INF1	0.001085	39	561367	Salinimicrobium
INF1	0.001085	39	1676142	Wenzhouxiangella
INF1	0.001085	39	1738655	Woeseia
INF1	0.001085	39	2803301	Poriferisphaera
INF1	0.001085	39	2893055	Halalkalibacterium (ex Joshi et al. 2022)
INF1	0.001085	39	2893060	Alkalihalophilus
INF1	0.001085	39	2913022	Mucisphaera
INF1	0.001085	39	2994363	Pseudofrankia
INF1	0.001085	39	3018276	Aliamphritea
INF1	0.001085	39	3240237	Amorphoplanes
INF1	0.001057	38	1740	Thermodesulfobacterium
INF1	0.001057	38	28261	Thermodesulfovibrio
INF1	0.001057	38	35800	Nitrospina
INF1	0.001057	38	59195	Rickettsiella
INF1	0.001057	38	387658	Marixanthomonas
INF1	0.001057	38	496496	Viridibacillus
INF1	0.001057	38	1484898	Methyloceanibacter
INF1	0.001057	38	1903434	Atlantibacter
INF1	0.001029	37	528	Ochrobactrum
INF1	0.001029	37	1860	Geodermatophilus
INF1	0.001029	37	167375	Cyanobium
INF1	0.001029	37	274591	Hoeflea
INF1	0.001029	37	908623	Euzebya
INF1	0.001029	37	1330546	Pluralibacter
INF1	0.001029	37	1502725	Effusibacillus
INF1	0.001001	36	127	Isosphaera
INF1	0.001001	36	532	Beijerinckia
INF1	0.001001	36	46254	Oenococcus
INF1	0.001001	36	364409	Granulibacter
INF1	0.001001	36	1705353	Aurantimicrobium
INF1	0.001001	36	2211635	Cognatishimia
INF1	0.001001	36	2547964	Parashewanella
INF1	0.001001	36	2723776	Lichenihabitans
INF1	0.001001	36	2800686	Tsuneonella
INF1	0.001001	36	2807497	Natranaerofaba
INF1	0.001001	36	2892997	Candidatus Viadribacter
INF1	0.000973	35	810	Chlamydia
INF1	0.000973	35	1218	Prochlorococcus
INF1	0.000973	35	1237	Piscirickettsia
INF1	0.000973	35	53572	Deferribacter
INF1	0.000973	35	1775688	Jiella
INF1	0.000973	35	2862451	Adhaeretor
INF1	0.000973	35	2884243	Musicola
INF1	0.000946	34	776	Coxiella
INF1	0.000946	34	456492	Saccharibacillus
INF1	0.000946	34	1649457	Homoserinibacter
INF1	0.000946	34	2041902	Chenggangzhangella
INF1	0.000946	34	2650549	Hydrocarboniclastica
INF1	0.000946	34	2712688	Salaquimonas
INF1	0.000946	34	2953757	Candidatus Chromulinivorax
INF1	0.000918	33	1851	Saccharomonospora
INF1	0.000918	33	28186	Acetohalobium
INF1	0.000918	33	41201	Ewingella
INF1	0.000918	33	56433	Couchioplanes
INF1	0.000918	33	85108	Halorhodospira
INF1	0.000918	33	102115	Stanieria
INF1	0.000918	33	104204	Streptomonospora
INF1	0.000918	33	134550	Candidatus Xiphinematobacter
INF1	0.000918	33	228398	Streptacidiphilus
INF1	0.000918	33	248038	Mucispirillum
INF1	0.000918	33	1755829	Ichthyobacterium
INF1	0.000918	33	2738850	Candidatus Reidiella
INF1	0.000918	33	2893056	Halalkalibacter
INF1	0.00089	32	138	Borrelia
INF1	0.00089	32	2225	Methanococcoides
INF1	0.00089	32	28070	Gloeothece
INF1	0.00089	32	32199	Buchnera
INF1	0.00089	32	379068	Galbibacter
INF1	0.00089	32	673534	Plantactinospora
INF1	0.00089	32	1869285	Allofrancisella
INF1	0.00089	32	2857076	Anthocerotibacter
INF1	0.00089	32	2874214	Terrihabitans
INF1	0.00089	32	2888879	Nanchangia
INF1	0.00089	32	3026546	Duffyella
INF1	0.000862	31	2000	Streptosporangium
INF1	0.000862	31	2316	Methanosphaera
INF1	0.000862	31	133193	Alkalilimnicola
INF1	0.000862	31	158848	Moellerella
INF1	0.000862	31	669357	Geminocystis
INF1	0.000862	31	1082702	Lonsdalea
INF1	0.000862	31	1537406	Bacterioplanes
INF1	0.000862	31	2033601	Thermosulfuriphilus
INF1	0.000862	31	2571159	Mycetohabitans
INF1	0.000862	31	2831916	Pukyongia
INF1	0.000862	31	2846749	Pacificitalea
INF1	0.000834	30	1142	Synechocystis
INF1	0.000834	30	1163	Anabaena
INF1	0.000834	30	2029	Kibdelosporangium
INF1	0.000834	30	2433	Roseobacter
INF1	0.000834	30	34019	Liberibacter
INF1	0.000834	30	50709	Acidocella
INF1	0.000834	30	504090	Kushneria
INF1	0.000834	30	1617805	Amylibacter
INF1	0.000834	30	1827478	Youhaiella
INF1	0.000834	30	2847769	Aequoribacter
INF1	0.000834	30	2886347	Allocoleopsis
INF1	0.000834	30	2987594	Rasiella
INF1	0.000807	29	2314	Methanoplanus
INF1	0.000807	29	40566	Actinosynnema
INF1	0.000807	29	412592	Thermosulfidibacter
INF1	0.000807	29	666508	Phycisphaera
INF1	0.000807	29	929812	Gibbsiella
INF1	0.000807	29	2692118	Winkia
INF1	0.000807	29	2778525	Profundibacter
INF1	0.000807	29	2781121	Thiosulfatimonas
INF1	0.000807	29	2913017	Aggregatimonas
INF1	0.000779	28	39845	Actinokineospora
INF1	0.000779	28	42837	Ammonifex
INF1	0.000779	28	130795	Crossiella
INF1	0.000779	28	146918	Salinibacter
INF1	0.000779	28	204286	Cobetia
INF1	0.000779	28	227388	Thermodesulfobium
INF1	0.000779	28	241192	Thermodesulfatator
INF1	0.000779	28	335927	Thalassovita
INF1	0.000779	28	1407056	Litorilituus
INF1	0.000779	28	1485594	Methyloligella
INF1	0.000779	28	2303321	Superficieibacter
INF1	0.000779	28	2804231	Lederbergia
INF1	0.000779	28	2805681	Yinghuangia
INF1	0.000779	28	2834759	Flocculibacter
INF1	0.000779	28	2905123	Paraneptunicella
INF1	0.000779	28	2935559	Allomeiothermus
INF1	0.000751	27	441	Gluconobacter
INF1	0.000751	27	2351	Flexistipes
INF1	0.000751	27	2420	Thermosipho
INF1	0.000751	27	35823	Arthrospira
INF1	0.000751	27	84404	Hippea
INF1	0.000751	27	150203	Blastomonas
INF1	0.000751	27	231683	Saccharospirillum
INF1	0.000751	27	940550	Gilvimarinus
INF1	0.000751	27	1643951	Pseudothermotoga
INF1	0.000751	27	1649490	Rubinisphaera
INF1	0.000751	27	2676781	Aquisediminimonas
INF1	0.000751	27	2680018	Rhodophyticola
INF1	0.000751	27	2815296	Jejubacter
INF1	0.000751	27	2979332	Prescottella
INF1	0.000723	26	2263	Thermococcus
INF1	0.000723	26	2723	Hirschia
INF1	0.000723	26	28048	Acidothermus
INF1	0.000723	26	180541	Salinisphaera
INF1	0.000723	26	471826	Candidatus Desulforudis
INF1	0.000723	26	529883	Rhodoluna
INF1	0.000723	26	693074	Caldisericum
INF1	0.000723	26	1759417	Pseudohalocynthiibacter
INF1	0.000723	26	1769732	Dissulfurimicrobium
INF1	0.000723	26	1855416	Qipengyuania
INF1	0.000723	26	2056696	Cysteiniphilum
INF1	0.000723	26	2767318	Boudabousia
INF1	0.000723	26	2781120	Thiosulfativibrio
INF1	0.000723	26	2795774	Polystyrenella
INF1	0.000695	25	28236	Petrotoga
INF1	0.000695	25	146785	Thermosynechococcus
INF1	0.000695	25	191291	Nautilia
INF1	0.000695	25	230494	Reinekea
INF1	0.000695	25	489909	Nosocomiicoccus
INF1	0.000695	25	599651	Bermanella
INF1	0.000695	25	623276	Maritalea
INF1	0.000695	25	1348505	Polycladomyces
INF1	0.000695	25	1609627	Hydrogenibacillus
INF1	0.000695	25	1825023	Candidatus Nitrosotenuis
INF1	0.000668	24	71	Simonsiella
INF1	0.000668	24	869	Dichelobacter
INF1	0.000668	24	44474	Pleurocapsa
INF1	0.000668	24	147067	Thermobispora
INF1	0.000668	24	158876	Yokenella
INF1	0.000668	24	159345	Roseibacterium
INF1	0.000668	24	212790	Sulfurihydrogenibium
INF1	0.000668	24	907197	Psychrosphaera
INF1	0.000668	24	2676233	Sphingosinithalassobacter
INF1	0.000668	24	2767877	Apilactobacillus
INF1	0.000668	24	3238959	Candidatus Endomicrobiellum
INF1	0.00064	23	541	Zymomonas
INF1	0.00064	23	2175	Methanohalophilus
INF1	0.00064	23	170610	Halomicronema
INF1	0.00064	23	196081	Scardovia
INF1	0.00064	23	655184	Candidatus Thioglobus
INF1	0.00064	23	1927833	Candidatus Fukatsuia
INF1	0.00064	23	1960084	Rodentibacter
INF1	0.00064	23	1980513	Candidatus Nitrosoglobus
INF1	0.00064	23	2767882	Furfurilactobacillus
INF1	0.00064	23	2800681	Aurantiacibacter
INF1	0.00064	23	2854182	Falsihalocynthiibacter
INF1	0.00064	23	2913367	Spiractinospora
INF1	0.00064	23	2923352	Mesomycoplasma
INF1	0.00064	23	2953860	Candidatus Arcticimaribacter
INF1	0.000612	22	2023	Thermoactinomyces
INF1	0.000612	22	65496	Actinoalloteichus
INF1	0.000612	22	74032	Antarctobacter
INF1	0.000612	22	89583	Gluconacetobacter
INF1	0.000612	22	145260	Methanothermobacter
INF1	0.000612	22	158851	Trabulsiella
INF1	0.000612	22	159191	Nodularia
INF1	0.000612	22	182899	Persephonella
INF1	0.000612	22	436357	Thalassococcus
INF1	0.000612	22	1511648	Defluviitoga
INF1	0.000612	22	1649474	Nibribacter
INF1	0.000612	22	2066071	Bacterioplanoides
INF1	0.000612	22	2811380	Entomobacter
INF1	0.000612	22	2920444	Mangrovibacillus
INF1	0.000584	21	252306	Robiginitalea
INF1	0.000584	21	268175	Chondrocystis
INF1	0.000584	21	376488	Halotalea
INF1	0.000584	21	389486	Sediminicola
INF1	0.000584	21	568987	Candidatus Hamiltonella
INF1	0.000584	21	1055323	Aeribacillus
INF1	0.000584	21	1472344	Basilea
INF1	0.000584	21	1649463	Lentilitoribacter
INF1	0.000584	21	1677050	Novibacillus
INF1	0.000584	21	2791001	Malacoplasma
INF1	0.000584	21	2944627	Paenalkalicoccus
INF1	0.000584	21	2994361	Protofrankia
INF1	0.000584	21	3137761	Billgrantia
INF1	0.000556	20	2220	Methanolobus
INF1	0.000556	20	33055	Candidatus Kinetoplastibacterium
INF1	0.000556	20	33993	Neorickettsia
INF1	0.000556	20	53365	Catellatospora
INF1	0.000556	20	64159	Desulfurobacterium
INF1	0.000556	20	96492	Frigoribacterium
INF1	0.000556	20	165301	Lentzea
INF1	0.000556	20	208215	Parvularcula
INF1	0.000556	20	208447	Oceanithermus
INF1	0.000556	20	230355	Methanolacinia
INF1	0.000556	20	315422	Palleronia
INF1	0.000556	20	338583	Polymorphospora
INF1	0.000556	20	674734	Alloactinosynnema
INF1	0.000556	20	1335483	Shimwellia
INF1	0.000556	20	1453359	Candidatus Atelocyanobacterium
INF1	0.000556	20	1747770	Egibacter
INF1	0.000556	20	2732160	Candidatus Prometheoarchaeum
INF1	0.000556	20	2995704	Peterkaempfera
INF1	0.000528	19	1111	Porphyrobacter
INF1	0.000528	19	2233	Archaeoglobus
INF1	0.000528	19	13275	Suttonella
INF1	0.000528	19	68335	Coprothermobacter
INF1	0.000528	19	69474	Orientia
INF1	0.000528	19	168657	Hydrogenobaculum
INF1	0.000528	19	196082	Parascardovia
INF1	0.000528	19	263510	Crocosphaera
INF1	0.000528	19	1079922	Commensalibacter
INF1	0.000528	19	1769718	Athalassotoga
INF1	0.000528	19	1915401	Roseitalea
INF1	0.000528	19	2005380	Mariniblastus
INF1	0.000528	19	2767876	Amylolactobacillus
INF1	0.000528	19	2907134	Constantimarinum
INF1	0.000528	19	2919626	Alloyangia
INF1	0.000528	19	2920401	Natronosporangium
INF1	0.000501	18	1190	Fischerella
INF1	0.000501	18	33926	Candidatus Phytoplasma
INF1	0.000501	18	53634	Acidimicrobium
INF1	0.000501	18	81416	Methanofollis
INF1	0.000501	18	89404	Glaciecola
INF1	0.000501	18	153497	Kozakia
INF1	0.000501	18	273135	Candidatus Cardinium
INF1	0.000501	18	767891	Candidatus Puniceispirillum
INF1	0.000501	18	1522431	Thermosulfurimonas
INF1	0.000473	17	2237	Haloarcula
INF1	0.000473	17	33073	Zymobacter
INF1	0.000473	17	74317	Maricaulis
INF1	0.000473	17	109471	Bisgaardia
INF1	0.000473	17	241421	Crinalium
INF1	0.000473	17	281119	Candidatus Amoebophilus
INF1	0.000473	17	343334	Costertonia
INF1	0.000473	17	697025	Hoyosella
INF1	0.000473	17	1551504	Candidatus Babela
INF1	0.000473	17	1649466	Marinicauda
INF1	0.000473	17	2014233	Thaumasiovibrio
INF1	0.000473	17	2083206	Tritonibacter
INF1	0.000473	17	2115980	Candidatus Phycorickettsia
INF1	0.000473	17	2664261	Leptodesmis
INF1	0.000473	17	2726810	Scandinavium
INF1	0.000445	16	943	Ehrlichia
INF1	0.000445	16	46239	Mesoplasma
INF1	0.000445	16	75905	Thermocrinis
INF1	0.000445	16	82986	Tatumella
INF1	0.000445	16	404432	Salinicola
INF1	0.000445	16	748770	Dolichospermum
INF1	0.000445	16	1755825	Egicoccus
INF1	0.000445	16	1763827	Hankyongella
INF1	0.000445	16	2004661	Hyphobacterium
INF1	0.000445	16	2654634	Candidatus Hydrogenosomobacter
INF1	0.000445	16	2709685	Parasphingorhabdus
INF1	0.000445	16	2716172	Candidatus Bandiella
INF1	0.000445	16	2848171	Cognaticolwellia
INF1	0.000417	15	768	Anaplasma
INF1	0.000417	15	2204	Methanomicrobium
INF1	0.000417	15	13034	Dactylococcopsis
INF1	0.000417	15	42054	Chromohalobacter
INF1	0.000417	15	76023	Halothece
INF1	0.000417	15	98443	Richelia
INF1	0.000417	15	102231	Gloeocapsa
INF1	0.000417	15	111782	Tolypothrix
INF1	0.000417	15	476528	Bibersteinia
INF1	0.000417	15	762641	Muriicola
INF1	0.000417	15	1335631	Frischella
INF1	0.000417	15	1434032	Pontimonas
INF1	0.000417	15	1649298	Siccibacter
INF1	0.000417	15	1847725	Lawsonella
INF1	0.000417	15	2126281	Mycolicibacillus
INF1	0.000417	15	2768684	Terricaulis
INF1	0.000417	15	3045815	Trichothermofontia
INF1	0.000389	14	45669	Salinicoccus
INF1	0.000389	14	57494	Nesterenkonia
INF1	0.000389	14	186191	Marinithermus
INF1	0.000389	14	283810	Stackebrandtia
INF1	0.000389	14	286801	Segniliparus
INF1	0.000389	14	1234545	Parasphingopyxis
INF1	0.000389	14	1602345	Parasaccharibacter
INF1	0.000389	14	2689589	Staphylospora
INF1	0.000389	14	2917830	Leptothermofonsia
INF1	0.000389	14	2937410	Gymnodinialimonas
INF1	0.000362	13	155862	Methanothermococcus
INF1	0.000362	13	203804	Candidatus Blochmanniella
INF1	0.000362	13	212742	Morococcus
INF1	0.000362	13	497726	Nitrososphaera
INF1	0.000362	13	529881	Aquiluna
INF1	0.000362	13	1649317	Frederiksenia
INF1	0.000362	13	1826864	Candidatus Nitrosocosmicus
INF1	0.000362	13	1955413	Abyssicoccus
INF1	0.000362	13	2661818	Saliniradius
INF1	0.000362	13	2676755	Croceibacterium
INF1	0.000362	13	2899790	Mergibacter
INF1	0.000334	12	91914	Asaia
INF1	0.000334	12	142577	Prauserella
INF1	0.000334	12	467749	Candidatus Neoehrlichia
INF1	0.000334	12	1007082	Nitrosarchaeum
INF1	0.000334	12	1400133	Allobacillus
INF1	0.000334	12	2023214	Koinonema
INF1	0.000334	12	2893058	Pseudalkalibacillus
INF1	0.000334	12	2893576	Allosaccharopolyspora
INF1	0.000334	12	2919364	Novacetimonas
INF1	0.000334	12	2995706	Streptantibioticus
INF1	0.000306	11	171868	Thermovibrio
INF1	0.000306	11	367188	Haladaptatus
INF1	0.000306	11	411566	Candidatus Midichloria
INF1	0.000306	11	1492710	Oxynema
INF1	0.000306	11	2035712	Guyparkeria
INF1	0.000306	11	2834378	Entomospira
INF1	0.000278	10	1645	Renibacterium
INF1	0.000278	10	2713	Aquifex
INF1	0.000278	10	77021	Cylindrospermopsis
INF1	0.000278	10	168694	Salinispora
INF1	0.000278	10	418700	Litorivicinus
INF1	0.000278	10	1177214	Candidatus Profftia
INF1	0.000278	10	2018044	Candidatus Vallotia
INF1	0.000278	10	2042066	Paraphotobacterium
INF1	0.000278	10	2738399	Parasedimentitalea
INF1	0.00025	9	1198	Phormidium
INF1	0.00025	9	1849	Actinopolyspora
INF1	0.00025	9	2268	Thermofilum
INF1	0.00025	9	2321	Methanohalobium
INF1	0.00025	9	63132	Geitlerinema
INF1	0.00025	9	102234	Cyanobacterium
INF1	0.00025	9	214906	Histophilus
INF1	0.00025	9	338191	Nitrosopumilus
INF1	0.00025	9	1940138	Candidatus Walczuchella
INF1	0.00025	9	2250122	Candidatus Bipolaricaulis
INF1	0.00025	9	2545692	Candidatus Methanoliparum
INF1	0.00025	9	2837502	Ectobacillus
INF1	0.00025	9	2838311	Natronoglycomyces
INF1	0.00025	9	2995702	Actinacidiphila
INF1	0.00025	9	3065395	Thermocoleostomius
INF1	0.000223	8	2260	Pyrococcus
INF1	0.000223	8	64895	Borreliella
INF1	0.000223	8	82982	Obesumbacterium
INF1	0.000223	8	264688	Trichormus
INF1	0.000223	8	299261	Tateyamaria
INF1	0.000223	8	379546	Candidatus Aciduliprofundum
INF1	0.000223	8	444090	Caldimicrobium
INF1	0.000223	8	2930384	Periweissella
INF1	0.000195	7	939	Hydrogenobacter
INF1	0.000195	7	2239	Halobacterium
INF1	0.000195	7	196118	Methanocaldococcus
INF1	0.000195	7	1070314	Halorussus
INF1	0.000195	7	1263978	Candidatus Endolissoclinum
INF1	0.000195	7	2022711	Methanonatronarchaeum
INF1	0.000195	7	2822114	Chlamydiifrater
INF1	0.000195	7	2975286	Candidatus Comchoanobacter
INF1	0.000167	6	2302	Thermoplasma
INF1	0.000167	6	72173	Citromicrobium
INF1	0.000167	6	164450	Vulcanisaeta
INF1	0.000167	6	1223423	Neokomagataea
INF1	0.000167	6	1249016	Otariodibacter
INF1	0.000167	6	2546365	Rippkaea
INF1	0.000167	6	2709686	Novosphingopyxis
INF1	0.000167	6	2791118	Oecophyllibacter
INF1	0.000167	6	2800685	Pelagerythrobacter
INF1	0.000167	6	2919614	Williamsoniiplasma
INF1	0.000139	5	2129	Ureaplasma
INF1	0.000139	5	146825	Halorhabdus
INF1	0.000139	5	190818	Geoglobus
INF1	0.000139	5	196119	Methanotorris
INF1	0.000139	5	204619	Candidatus Nardonella
INF1	0.000139	5	295595	Candidatus Hepatoplasma
INF1	0.000139	5	320496	Neoasaia
INF1	0.000139	5	332951	Halovivax
INF1	0.000139	5	336809	Candidatus Karelsulcia
INF1	0.000139	5	559173	Fructobacillus
INF1	0.000139	5	1620790	Halotia
INF1	0.000139	5	1682492	Candidatus Tachikawaea
INF1	0.000139	5	1802983	Candidatus Fokinia
INF1	0.000139	5	2800682	Paraurantiacibacter
INF1	0.000139	5	2817383	Candidatus Azoamicus
INF1	0.000139	5	2978367	Nicoliella
INF1	0.000139	5	2995234	Mycoplasmoides
INF1	0.000111	4	2276	Pyrobaculum
INF1	0.000111	4	41674	Stygiolobus
INF1	0.000111	4	54251	Pyrolobus
INF1	0.000111	4	54253	Thermosphaera
INF1	0.000111	4	54260	Ferroglobus
INF1	0.000111	4	63743	Natronomonas
INF1	0.000111	4	65097	Euhalothece
INF1	0.000111	4	88723	Natrinema
INF1	0.000111	4	171163	Halosimplex
INF1	0.000111	4	196136	Methanosalsum
INF1	0.000111	4	235572	Candidatus Portiera
INF1	0.000111	4	498374	Candidatus Nitrosocaldus
INF1	0.000111	4	662756	Candidatus Micrarchaeum
INF1	0.000111	4	1269201	Salinarchaeum
INF1	0.000111	4	1542963	Halapricum
INF1	0.000111	4	1649499	Swingsia
INF1	0.000111	4	1747777	Cuniculiplasma
INF1	0.000111	4	1911573	Haloprofundus
INF1	0.000111	4	2607661	Methanofervidicoccus
INF1	0.000111	4	2732587	Candidatus Vesicomyosocius
INF1	0.000111	4	2881385	Thermostichus
INF1	0.000111	4	2952773	Formicincola
INF1	0.000111	4	2993618	Halosolutus
INF1	0.000111	4	3027666	Aristophania
INF1	0.000083	3	2273	Desulfurococcus
INF1	0.000083	3	29287	Natronococcus
INF1	0.000083	3	41980	Metallosphaera
INF1	0.000083	3	56688	Halorubrum
INF1	0.000083	3	134813	Natronorubrum
INF1	0.000083	3	332246	Halalkalicoccus
INF1	0.000083	3	744724	Halarchaeum
INF1	0.000083	3	1073986	Halobellus
INF1	0.000083	3	1073987	Halorientalis
INF1	0.000083	3	1656823	Halanaeroarchaeum
INF1	0.000083	3	2490204	Candidatus Mancarchaeum
INF1	0.000083	3	2767874	Acetilactobacillus
INF1	0.000083	3	3076685	Natronosalvus
INF1	0.000083	3	3125902	Halomontanus
INF1	0.000056	2	2038	Tropheryma
INF1	0.000056	2	2251	Haloferax
INF1	0.000056	2	12914	Acidianus
INF1	0.000056	2	46631	Picrophilus
INF1	0.000056	2	63742	Natrialba
INF1	0.000056	2	74968	Ferroplasma
INF1	0.000056	2	121871	Haloterrigena
INF1	0.000056	2	203135	Halomicrobium
INF1	0.000056	2	376170	Haloplanus
INF1	0.000056	2	387342	Halopiger
INF1	0.000056	2	498845	Candidatus Korarchaeum
INF1	0.000056	2	871740	Halomarina
INF1	0.000056	2	1541743	Candidatus Ruthturnera
INF1	0.000056	2	1593364	Candidatus Nitrosopelagicus
INF1	0.000056	2	1644057	Salinigranum
INF1	0.000056	2	1993653	Candidatus Nitrosomarinus
INF1	0.000056	2	2613912	Conexivisphaera
INF1	0.000056	2	2841677	Candidatus Pseudothioglobus
INF1	0.000056	2	2900571	Candidatus Gromoviella
INF1	0.000056	2	2907493	Halocatena
INF1	0.000056	2	3056835	Halorarius
INF1	0.000056	2	3163375	Halorarum
