contig_ID,Methylation_MAG
s23769.ctg028370c,NA
s25.ctg017951l,NA
s22257.ctg026495l,NA
s25.ctg010075l,NA
s39704.ctg049894l,NA
s19414.ctg023059l,NA
s11531.ctg013523l,NA
s25.ctg045793l,NA
s6652.ctg007691l,NA
s29203.ctg035382l,NA
s940.ctg009721l,NA
s25.ctg056851l,NA
s17.ctg041304l,NA
s3788.ctg004296l,NA
s35386.ctg043631l,NA
s39226.ctg049124l,NA
s30739.ctg037391l,NA
s2273.ctg002573l,NA
s25.ctg055030l,NA
s7518.ctg008705l,NA
s17.ctg014188l,NA
s25.ctg002015l,NA
s25.ctg053832l,NA
s15007.ctg017708c,NA
s15653.ctg018493l,NA
s307.ctg059561l,NA
s9671.ctg011294l,NA
s5188.ctg005947l,NA
s1225.ctg041967l,NA
s507.ctg055773l,NA
s373.ctg049703l,NA
s28209.ctg034088l,NA
s8698.ctg010114l,NA
s25.ctg006963l,NA
s6835.ctg007903l,NA
s12736.ctg014969l,NA
s17976.ctg021300l,NA
s29281.ctg035479l,NA
s784.ctg000850l,NA
s8186.ctg009498l,NA
s7640.ctg008845l,NA
s10736.ctg012576l,NA
s17.ctg015681l,NA
s21985.ctg026179l,NA
s41065.ctg052256l,NA
s552.ctg000600l,NA
s5018.ctg010060l,NA
s12846.ctg015102l,NA
s13939.ctg016408l,NA
s15635.ctg018472l,NA
s11.ctg055031l,NA
s19583.ctg023255l,NA
s17.ctg012977l,NA
s6617.ctg035158l,NA
s14.ctg028935l,NA
s6221.ctg007180l,NA
s22019.ctg026214l,NA
s39030.ctg048823c,NA
s17044.ctg020188l,NA
s5489.ctg006313l,NA
s31320.ctg038139l,NA
s25.ctg046606l,NA
s25.ctg058808l,NA
s717.ctg037639l,NA
s38719.ctg048336l,NA
s23439.ctg027959l,NA
s17.ctg001919l,NA
s5795.ctg006672l,NA
s11536.ctg013531l,NA
s848.ctg000926c,NA
s23327.ctg027813l,NA
s34605.ctg042556l,NA
s3906.ctg004435l,NA
s464.ctg000508l,NA
s25.ctg045967l,NA
s25.ctg053704l,NA
s17.ctg001408l,NA
s30467.ctg037034l,NA
s17.ctg000043l,NA
s717.ctg016865l,NA
s18850.ctg022373l,NA
s12988.ctg015275l,NA
s22408.ctg026688l,NA
s20869.ctg024808l,NA
s6014.ctg006939l,NA
s40813.ctg051802l,NA
s25.ctg010266l,NA
s11.ctg028596l,NA
s13621.ctg016034l,NA
s5944.ctg006855l,NA
s13883.ctg016343l,NA
s34644.ctg042608l,NA
s4605.ctg005256c,NA
s373.ctg027130l,NA
s15291.ctg018051l,NA
s12965.ctg015249l,NA
