clade_name	EFF1	EFF2	EFF3	INF1	INF2	INF3	SLU1	SLU2	SLU3
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-1031	0.007	0.0	0.0	0.009	0.0084	0.006	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-873	0.0	0.0	0.0	0.0132	0.0119	0.0113	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella	0.0	0.0	0.0	0.0027	0.0	0.0024	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Lepagella	0.0	0.0	0.0	0.0052	0.002	0.0062	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Limisoma	0.0218	0.0164	0.0	0.0283	0.0461	0.0351	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculum	0.0	0.0	0.0	0.0018	0.0032	0.0023	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Paramuribaculum	0.0	0.0	0.0	0.002	0.0025	0.0018	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Sodaliphilus	0.0	0.0	0.0	0.0031	0.0	0.0036	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__UBA7173	0.0471	0.0415	0.0051	0.0600999999999999	0.0856	0.0720999999999999	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__P3|g__Phil12	0.0	0.0	0.0063	0.0	0.0012	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__P3|g__UBA10566	0.0617	0.0046	0.0	0.0706999999999999	0.0479999999999999	0.0524	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Paludibacteraceae|g__DUQS01	0.0	0.0	0.0	0.0	0.0	0.0022	0.2478	0.2205	0.2031
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Paludibacteraceae|g__Enterocola	0.0	0.0076	0.0	0.0	0.0	0.0	0.0456	0.0374	0.0384
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Paludibacteraceae|g__JAAYPI01	0.0143	0.0	0.0	0.1114	0.0879	0.1225	0.0343	0.0513	0.0297
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Paludibacteraceae|g__JAFGVL01	0.0	0.0	0.0	0.0	0.0	0.0	0.0066	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Paludibacteraceae|g__MVYY01	0.0437	0.0199	0.0	0.0	0.0	0.0028	0.2053	0.2095	0.1446
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Paludibacteraceae|g__Paludibacter	0.1177	0.1278999999999999	0.0188	0.4099	0.4161999999999999	0.583	0.2281	0.2662	0.1341
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Paludibacteraceae|g__RGIG10190	0.0082	0.0086	0.0	0.0	0.0	0.004	0.0171	0.0225	0.0037
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Paludibacteraceae|g__UBA4345	0.0	0.0	0.0	0.0024	0.0061	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Paludibacteraceae|g__UPXZ01	0.0	0.0	0.0	0.0513	0.0404	0.058	0.0052	0.0058	0.0031
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Paludibacteraceae|g__W0P28-013	0.0496	0.0148	0.0	0.0769	0.0797	0.0844	0.0163	0.0372	0.019
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prolixibacteraceae|g__SKHV01	0.006	0.0	0.0	0.0	0.0	0.0016	0.1749	0.1578	0.1256
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prolixibacteraceae|g__UBA1413	0.0	0.0	0.0	0.0	0.0	0.0045	0.907	0.7459	0.8141
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prolixibacteraceae|g__UBA6024	0.0	0.0	0.0	0.0124999999999999	0.0074	0.0220999999999999	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	0.8501000000000001	0.7188000000000001	0.2027	0.859	1.1381	1.0245999999999995	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes_A	0.0467999999999999	0.0418999999999999	0.0	0.0414	0.0423	0.0359	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Tidjanibacter	0.0512	0.0184	0.0172	0.0225	0.0375	0.0294	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__TTA-H9|g__TTA-H9	0.0639	0.0628	0.0	0.0	0.0	0.0088	0.5880000000000001	0.5317000000000001	0.4192
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Macellibacteroides	0.1872	0.0819	0.0121	0.3475	0.134	0.2995	0.0112	0.0109	0.0074
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides	0.3199	0.2618	0.0591999999999999	0.2675	0.3621999999999999	0.2694	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tenuifilaceae|g__SB25	0.0	0.0	0.0	0.0022	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tenuifilaceae|g__Tenuifilum	0.0	0.0	0.0	0.0	0.0	0.0008	0.1105	0.0677	0.0487
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tenuifilaceae|g__UBA1064	0.0	0.0	0.0	0.0	0.0	0.0046	0.8466	0.6561	0.442
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tenuifilaceae|g__UBA5206	0.0	0.0	0.0	0.0	0.0	0.0	0.0184	0.014	0.0104
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__UBA11471|g__Caccoplasma	0.0088	0.0053	0.0	0.0091	0.011	0.0088	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__UBA1402|g__UBA1402	0.0192	0.0	0.0	0.0	0.0	0.0023	0.2026	0.1907	0.0677
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__UBA1402|g__UBA8389	0.0193	0.0	0.0	0.0	0.0	0.0	0.0306	0.0448	0.0173
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__UBA1715|g__MWCJ01	0.0	0.0	0.0	0.0	0.0021	0.0	0.0041	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__UBA932|g__Bact-08	0.0462	0.0118	0.0	0.091	0.0453999999999999	0.06	0.0051	0.0	0.0059
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__UBA932|g__Bact-11	0.068	0.0535	0.0	0.0	0.0	0.0013	0.1811	0.1984999999999999	0.1908
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__UBA932|g__Cryptobacteroides	0.0815	0.0238999999999999	0.0	0.0994	0.1369	0.0992	0.0173	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__UBA932|g__DMER64	2.5238000000000005	2.0425	0.4936999999999999	0.0	0.0012	0.1529	4.442399999999999	4.953600000000001	4.1404000000000005
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__UBA932|g__Egerieousia	0.0507	0.0085	0.0	0.0107	0.0044	0.0051	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__UBA932|g__JAFIHK01	0.0	0.0	0.0	0.0	0.002	0.0033	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__VadinHA17|g__DUOU01	0.0	0.0	0.0	0.0	0.0	0.0	0.0062	0.0021	0.007
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__VadinHA17|g__LD21	0.0	0.0	0.0	0.0	0.0	0.0084999999999999	1.7006	1.2453	1.7347
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__VadinHA17|g__SR-FBR-E99	0.0	0.0	0.0	0.005	0.0032	0.0386	6.1651	4.718999999999999	6.403600000000001
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__WCHB1-69|g__DUOL01	0.0	0.0	0.0	0.0	0.0	0.0025	0.2185	0.1903	0.2251
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__WCHB1-69|g__JAGVVH01	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0491	0.0506
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__WCHB1-69|g__JALNYF01	0.0	0.0	0.0	0.0	0.0	0.0019	0.0042	0.0091	0.0031
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__WCHB1-69|g__UBA5266	0.0255	0.0	0.0	0.0	0.0	0.0016	0.251	0.2494999999999999	0.2642
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__WCHB1-69|g__UBA5429	0.0	0.0	0.0	0.0	0.0	0.0237	1.3051	1.1482	1.593
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__ZOR0009|g__Acetobacteroides	0.0	0.0	0.0	0.0009	0.0005	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__BACL12|g__UBA7236	0.1234	0.139	0.0888	0.0	0.0	0.0647	0.0124	0.0116	0.007
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Agriterribacter	0.0	0.0	0.0	0.0	0.0	0.0029	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Ferruginibacter	0.3958	0.3937	0.6278999999999999	0.0017	0.0032	0.1124999999999999	0.0272	0.0113	0.0135
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Flavihumibacter	0.0	0.0	0.0	0.0014	0.0025	0.0028	0.0015	0.0008	0.0011
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Flavipsychrobacter	0.0	0.0	0.0	0.0011	0.0052	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Hanamia	0.0	0.0	0.0	0.0011	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__JJ008	0.4065999999999999	0.377	0.3240999999999999	0.0034	0.0	0.1803	0.0531	0.0296	0.0361999999999999
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Niabella	0.0	0.0	0.0	0.0044	0.0091	0.003	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__OLB11	0.0233	0.0466	0.0279	0.0	0.0	0.0155	0.0009	0.0	0.0015
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Phnomibacter	0.0	0.0	0.0	0.0017	0.005	0.005	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Sediminibacterium	0.0523	0.0476	0.1027	0.0014	0.003	0.015	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__UBA1312	0.0	0.0	0.0	0.0026	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__UBA1930	0.2895999999999999	0.2979	1.0475	0.0	0.0	0.1237	0.0021	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__UBA3961	0.0827	0.094	0.1488	0.0	0.0	0.0415	0.0027	0.0	0.0021
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__JADIYW01|g__JADJSS01	0.1961	0.24	0.2731	0.0051	0.0069999999999999	0.1041999999999999	0.005	0.0	0.0039
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__LD1|g__JAEUUZ01	0.0	0.0	0.2885	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__LD1|g__UBA7692	0.0	0.0	0.0	0.0012	0.0	0.0025	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Saprospiraceae|g__JADJVK01	0.0147	0.0052	0.0064	0.0	0.0	0.0069	0.0005	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Saprospiraceae|g__M3007	0.0386	0.0474	0.0523	0.0	0.0	0.0124	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Saprospiraceae|g__OLB9	0.0261	0.0166	0.0052	0.0028	0.0079	0.0124	0.007	0.0014	0.0012
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Saprospiraceae|g__Opimibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Saprospiraceae|g__Parvibacillus	0.0	0.0	0.0	0.0022	0.0017	0.0062	0.0	0.002	0.0057
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Saprospiraceae|g__Vicinibacter	0.0314	0.0135	0.0	0.0	0.0	0.0131	0.0082	0.0	0.0026
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__UBA2359|g__JAEUUX01	0.0034	0.0062	0.0244	0.0	0.0	0.0369	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cyclobacteriaceae|g__ELB16-189	0.0	0.0	0.0	0.0	0.0	0.0157	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cytophagaceae|g__Cytophaga	0.0	0.0	0.0	0.0048	0.0066	0.0025	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Spirosomataceae|g__Flectobacillus	0.0	0.0	0.0	0.0009	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Crocinitomicaceae|g__Fluviicola	0.17	0.1562	0.5313	0.0027	0.0073	0.0038	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Crocinitomicaceae|g__JAQVCM01	0.0	0.0	0.0	0.0089	0.0098	0.0045	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Crocinitomicaceae|g__Taishania	0.0	0.0	0.0	0.0	0.0037	0.0145	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium	1.0323	1.0830000000000002	1.1268	7.0097	7.260200000000001	3.3628000000000005	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Lutibacter	0.0	0.0	0.0	0.043	0.0358	0.0481	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__PHOS-HE28|g__PHOS-HE28	0.1172	0.0989	0.0944	0.0034999999999999	0.0141999999999999	0.0519	0.0057	0.0009	0.0031
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__UBA1820|g__Merdimorpha	0.0	0.0	0.0	0.0	0.0066	0.0049	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Vicingaceae|g__BCD5	0.0	0.0	0.0	0.0	0.0	0.0006	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Vicingaceae|g__Vicingus	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Weeksellaceae|g__Algoriella	0.0	0.0	0.0	0.1428	0.0699	0.0457	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Weeksellaceae|g__Chryseobacterium	0.0101	0.0	0.0	0.0678	0.0438	0.0306	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Weeksellaceae|g__Chryseobacterium_A	0.0	0.0	0.0	0.0	0.0	0.0092	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Weeksellaceae|g__Cloacibacterium	0.1152	0.0783	0.0	0.6013999999999999	0.6093999999999999	0.5619000000000001	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Weeksellaceae|g__Empedobacter	0.0	0.0	0.0	0.0206	0.0359	0.0172	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Weeksellaceae|g__Epilithonimonas	0.0	0.018	0.0	0.1531	0.1211999999999999	0.0942	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Weeksellaceae|g__JAEXBA01	0.0	0.0	0.0	0.0029	0.0042	0.0012	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Weeksellaceae|g__JAGOJI01	0.0	0.0	0.0	0.0165	0.0176	0.0118	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Weeksellaceae|g__Kaistella	0.0751	0.0229	0.076	0.2195	0.1543	0.1264	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__J057|f__JADKCL01|g__JADKCL01	0.0398	0.0461	0.038	0.0	0.0	0.0082	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__NS11-12g|f__UBA955|g__JALOAG01	0.0	0.0052	0.0	0.0	0.0	0.003	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__NS11-12g|f__UKL13-3|g__UBA6183	0.0157	0.0043	0.0473	0.0	0.0	0.0049	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter	0.0	0.0	0.0	0.0163	0.0180999999999999	0.0077	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium	0.0	0.0	0.0	0.0	0.0012	0.0018	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__UBA4408|f__UBA4408|g__CAIKXD01	0.0	0.0	0.0	0.0	0.0	0.143	0.0041	0.0042	0.0023
d__Bacteria|p__Bacteroidota|c__Ignavibacteria|o__Ignavibacteriales|f__Ignavibacteriaceae|g__H2-BAC3	0.0	0.0	0.0	0.0	0.0	0.0009	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Ignavibacteria|o__Ignavibacteriales|f__Ignavibacteriaceae|g__IGN2	0.0	0.0	0.0	0.0	0.0	0.0037	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Ignavibacteria|o__Ignavibacteriales|f__Ignavibacteriaceae|g__IGN3	0.0	0.0	0.0	0.0	0.0018	0.0131	0.0193	0.017	0.0295
d__Bacteria|p__Bacteroidota|c__Ignavibacteria|o__Ignavibacteriales|f__Ignavibacteriaceae|g__JAAYVN01	0.0	0.0	0.0	0.0	0.0	0.0	0.0668	0.052	0.0579
d__Bacteria|p__Bacteroidota|c__Ignavibacteria|o__Ignavibacteriales|f__Melioribacteraceae|g__JAAYAN01	0.0	0.0	0.0	0.0	0.0	0.0	0.0164	0.0149	0.0115
d__Bacteria|p__Bacteroidota|c__Ignavibacteria|o__SJA-28|f__B-1AR|g__OLB4	0.0	0.0	0.0	0.0	0.0	0.0011	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Kapaibacteriia|o__Kapaibacteriales|f__Kapaibacteriaceae|g__OLB6	0.0	0.0	0.0	0.0	0.0	0.0108	0.0018	0.0009	0.002
d__Bacteria|p__Bacteroidota|c__Kapaibacteriia|o__Kapaibacteriales|f__Kapaibacteriaceae|g__UBA10438	0.0048	0.0095	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Kapaibacteriia|o__Kapaibacteriales|f__UBA2268|g__JAKIZN01	0.0	0.0	0.0	0.0	0.0	0.0	0.0014	0.0016	0.0006
d__Bacteria|p__Bacteroidota|c__Kapaibacteriia|o__Kapaibacteriales|f__UBA2268|g__JAKIZO01	0.0	0.0	0.0	0.0	0.0	0.0	0.0046	0.005	0.0034
d__Bacteria|p__Bacteroidota|c__Kapaibacteriia|o__Kapaibacteriales|f__UBA2268|g__JANJTB01	0.0	0.0082	0.0	0.0	0.0	0.0	0.0116	0.017	0.0243
d__Bacteria|p__Bacteroidota|c__Kapaibacteriia|o__Kapaibacteriales|f__UBA4661|g__JANYIG01	0.0081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Kapaibacteriia|o__Kapaibacteriales|f__UBA961|g__JADJXV01	0.0093	0.0243	0.0	0.0	0.0	0.0016	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Kapaibacteriia|o__OLB7|f__OLB7|g__OLB7	0.0	0.0	0.0	0.0	0.0	0.0009	0.0	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__Bacteriovoracia|o__Bacteriovoracales|f__Bacteriovoracaceae|g__Bacteriovorax	0.0087	0.0125	0.0	0.0265	0.0185	0.0069999999999999	0.0	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__Bacteriovoracia|o__Bacteriovoracales|f__Bacteriovoracaceae|g__UBA4096	0.0	0.0	0.0	0.0	0.0	0.0013	0.0	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__Bdellovibrionia|o__Bdellovibrionales|f__Bdellovibrionaceae|g__BOLD01	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__Bdellovibrionia|o__Bdellovibrionales|f__Bdellovibrionaceae|g__Bdellovibrio	0.0	0.0	0.0	0.0009	0.0026	0.0049	0.0	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__Bdellovibrionia|o__Bdellovibrionales|f__Bdellovibrionaceae|g__PSRN01	0.0	0.0	0.0	0.0	0.0	0.0019	0.0	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__Bdellovibrionia|o__Bdellovibrionales|f__Bdellovibrionaceae|g__Pseudobdellovibrio	0.0	0.0	0.0	0.0013	0.0	0.0015	0.0	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__Bdellovibrionia|o__Bdellovibrionales|f__JAMPXM01|g__Ga0074137	0.0	0.0	0.0	0.0017	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__JAFGOL01|o__JAFGOL01|f__JAFGOL01|g__JAKLHL01	0.0	0.0	0.0	0.0	0.0	0.0	0.1253	0.0571	0.0553
d__Bacteria|p__Bdellovibrionota|c__Oligoflexia|o__Oligoflexales|f__Oligoflexaceae|g__JAKQGS01	0.0	0.0131	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__UBA2361|o__SZUA-149|f__SZUA-149|g__JAKPSH01	0.0	0.0	0.0	0.0	0.0	0.0	0.0068	0.009	0.0066
d__Bacteria|p__Bdellovibrionota|c__UBA2361|o__UBA2361|f__JAAYZI01|g__JAAYZI01	0.0	0.0	0.0	0.0	0.0	0.0	0.0086	0.0047	0.0047
d__Bacteria|p__Caldisericota|c__Caldisericia|o__JAAYUI01|f__JAAYUI01|g__JAAYUI01	0.01	0.0	0.0	0.0	0.0	0.012	0.6483	0.5387	0.5639000000000001
d__Bacteria|p__Caldisericota|c__Caldisericia|o__JAAYUI01|f__JAAYUI01|g__JAGNLA01	0.0	0.0	0.0	0.0	0.0	0.0	0.0499	0.0328	0.0286
d__Bacteria|p__Caldisericota|c__Caldisericia|o__UBA6126|f__JAGPKI01|g__JAGPKI01	0.0336	0.0	0.0	0.0	0.0	0.01	0.1507	0.1517	0.1253
d__Bacteria|p__Caldisericota|c__Caldisericia|o__UBA6126|f__UBA6126|g__UBA6126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0059
d__Bacteria|p__Campylobacterota|c__Campylobacteria|o__Campylobacterales|f__Arcobacteraceae|g__Aliarcobacter	3.221	2.6388000000000003	0.9834	22.3121	23.452300000000005	18.357900000000004	0.001	0.0029	0.0
d__Bacteria|p__Campylobacterota|c__Campylobacteria|o__Campylobacterales|f__Arcobacteraceae|g__CAIJNA01	0.0064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Campylobacterota|c__Campylobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Wolinella	0.0691	0.1212	0.0297	0.0212	0.0753	0.0462	0.0	0.0	0.0
d__Bacteria|p__Campylobacterota|c__Campylobacteria|o__Campylobacterales|f__Sulfurimonadaceae|g__Sulfuricurvum	0.058	0.1135	0.0194	0.0031	0.0060999999999999	0.0101	0.1221	0.1245	0.0667
d__Bacteria|p__Campylobacterota|c__Campylobacteria|o__Campylobacterales|f__Sulfurimonadaceae|g__Sulfurimonas	0.0	0.0	0.0	0.0209	0.0097	0.0	0.0	0.0	0.0
d__Bacteria|p__Campylobacterota|c__Campylobacteria|o__Campylobacterales|f__Sulfurospirillaceae|g__Sulfurospirillum	0.0866	0.0402999999999999	0.0	0.1952	0.1213	0.1167	0.0	0.0	0.0
d__Bacteria|p__Campylobacterota|c__Campylobacteria|o__Campylobacterales|f__Sulfurovaceae|g__UBA1140	0.0	0.0	0.0	0.0031	0.0	0.0	0.0	0.0	0.0
