clade_name	EFF1	EFF2	EFF3	INF1	INF2	INF3	SLU1	SLU2	SLU3
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ventrisoma	0.0	0.0	0.0	0.003	0.0	0.0012	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Wujia	0.0463	0.0351	0.0	0.0456	0.0564	0.0417	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Lutisporales|f__Lutisporaceae|g__BRH-c25	0.1750999999999999	0.1666	0.0312	0.0	0.0	0.0165	0.4007	0.4696	0.3442
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Monoglobales|f__Firm-18|g__Firm-18	0.0	0.0	0.0	0.0	0.0	0.0	0.0113	0.0175	0.0191
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Monoglobales|f__Monoglobaceae|g__Monoglobus	0.0	0.0	0.0	0.0015	0.0006	0.0041	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Monoglobales|f__Monoglobaceae|g__UMGS1820	0.0	0.0	0.0	0.0022	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Acutalibacter	0.0188	0.0042	0.0	0.0232	0.0131	0.0146	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Anaeromassilibacillus	0.0	0.0	0.0	0.0104	0.0121999999999999	0.0151999999999999	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Avimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0022	0.0027	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Avimonas_A	0.0	0.0	0.0	0.0018	0.0052	0.0051	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-177	0.0283	0.0267	0.0307	0.1118	0.0865	0.0827	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-217	0.0211	0.0039	0.0132	0.051	0.0597	0.0598999999999999	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-488	0.0	0.0	0.0	0.0046	0.0076	0.0012	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-557	0.0	0.0	0.0	0.0	0.0055	0.0105	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-964	0.0	0.0109	0.0	0.0098	0.0143	0.0119	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAJFUH01	0.0058	0.004	0.0	0.0019	0.0031	0.0035	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAKTXU01	0.0	0.0	0.0	0.0035	0.0081	0.0054	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Caproiciproducens	0.0	0.0	0.0	0.0021	0.0	0.0042	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Clostridium_A	0.0157	0.01	0.0	0.0231	0.0236	0.0173	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__DTU089	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.0772	0.0423
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Eubacterium_R	0.0535	0.0324	0.0791	0.1153	0.1229	0.125	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Fimenecus	0.0095	0.0372	0.0	0.0548	0.044	0.0549	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Fimivicinus	0.0113	0.0	0.0	0.037	0.0367	0.0388	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Heritagella	0.0	0.0	0.0	0.0	0.0021	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Hominenteromicrobium	0.0739	0.0644	0.0635	0.0568	0.062	0.0542	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Hydrogeniiclostridium	0.0	0.0	0.0	0.0025	0.0042	0.0029	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__JAGZMM01	0.0	0.0	0.0	0.0009	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Limousia	0.0	0.0	0.0	0.0	0.0026	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Pseudoruminococcus	0.0068	0.0125	0.0	0.0556	0.0629	0.0528	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__RGIG4076	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__RGIG7067	0.0	0.0	0.0	0.0025	0.0	0.0034	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__RUG14215	0.0	0.0	0.0	0.0027	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Ruminococcus_E	0.3367	0.302	0.1263	0.5934999999999999	0.6587999999999998	0.5562999999999999	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Scatavimonas	0.0066	0.0086	0.0	0.0255	0.0346	0.0424	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Scybalenecus	0.0	0.0	0.0	0.0	0.0	0.0027	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Solibaculum	0.0	0.0	0.0	0.0024	0.0	0.0013	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UBA1447	0.0	0.0	0.0	0.0	0.0	0.0	0.0812	0.1309	0.1766
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UBA737	0.0	0.0	0.0	0.006	0.007	0.005	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS1071	0.0	0.0	0.0	0.0067	0.0139	0.0055	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS1264	0.0	0.0	0.0	0.0013	0.0023	0.0007	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS1591	0.0	0.0	0.0	0.0	0.0057	0.0028	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS1623	0.0	0.0	0.0	0.002	0.0033	0.0009	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS856	0.0	0.0	0.0	0.0103	0.0059	0.0051	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Agathobaculum	0.0325	0.0541	0.0	0.0594	0.0571	0.0584	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Butyricicoccus_A	0.0067	0.0	0.0	0.0066	0.0047	0.004	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Pseudobutyricicoccus	0.0	0.0	0.0	0.0047	0.0066	0.0057	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__CAG-272	0.0	0.0	0.0	0.001	0.0028	0.0011	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__CAG-390	0.0	0.0	0.0	0.0048	0.0056	0.0032	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__CAG-724	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__CAG-841	0.0	0.0	0.0	0.0	0.0012	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__Flemingibacterium	0.0	0.0	0.0	0.0076	0.0081	0.0052	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__JAAZAV01	0.0	0.0	0.0	0.0	0.0	0.0	0.0115	0.0235	0.0167
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__JAAZGC01	0.0	0.0	0.0	0.0	0.0	0.0	0.1477	0.1834	0.1612
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UBA11512	0.0	0.0	0.0	0.0006	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UMGS1312	0.0	0.0	0.0	0.0	0.0021	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UMGS1696	0.0	0.0	0.0	0.0036	0.0067	0.0047	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UMGS902	0.0	0.0	0.0	0.0	0.0047	0.0017	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UMGS911	0.0	0.0	0.0	0.009	0.0107	0.0063	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__CAG-382|g__UBA1206	0.0371	0.0	0.0	0.0	0.0008	0.0	0.0188	0.0153	0.008
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__CAG-382|g__Woodwardibium	0.0	0.0	0.0	0.0069999999999999	0.0048	0.0082	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Avoscillospira_A	0.0	0.0	0.0	0.0	0.0019	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-103	0.0591	0.0533	0.0441	0.0584	0.0795	0.0644	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-170	0.0460999999999999	0.0414	0.0298	0.1435	0.1632999999999999	0.1323	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAKTFW01	0.0	0.0	0.0	0.0017	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CALXDZ01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__DXTB01	0.0	0.0	0.0	0.0102	0.0	0.0148	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__DXYV01	0.0	0.0	0.0	0.0	0.0022	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Dysosmobacter	0.1057999999999999	0.0424999999999999	0.0	0.1716	0.1761	0.1646	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Enterenecus	0.0	0.0	0.0	0.0102	0.007	0.0052	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Evtepia	0.0207	0.0329	0.0	0.04	0.0387	0.0475	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__F23-B02	0.0343	0.017	0.0121	0.0283	0.0306	0.0305	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Faecousia	0.0378	0.0325	0.0081	0.1066	0.1182	0.1246999999999999	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Flavonifractor	0.0076	0.0213	0.0	0.0156	0.0176	0.0221	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__HGM12998	0.0	0.0	0.0	0.0008	0.002	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__HGM13006	0.0	0.0	0.0	0.0060999999999999	0.0050999999999999	0.0045	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Hominicoprocola	0.1125	0.0317	0.0	0.1392	0.1588	0.1404999999999999	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Intestinimonas	0.0	0.0	0.0	0.0116	0.0128	0.0187	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__JAAYAR01	0.0	0.0	0.0	0.0	0.0	0.0	0.0048	0.0053	0.0107
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Lawsonibacter	0.0267999999999999	0.0147	0.0	0.1009	0.0891	0.078	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Lawsonibacter_A	0.0	0.0	0.0	0.0108	0.0094	0.012	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Limivicinus	0.0	0.0	0.0	0.0206999999999999	0.0211	0.0116999999999999	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Onthomonas	0.0	0.0	0.0	0.0125	0.0073	0.0139	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Pseudoscilispira	0.0	0.0	0.0	0.0065	0.0066	0.0064	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__RGIG3159	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Scatomorpha	0.0	0.0	0.0	0.0349	0.0302999999999999	0.0209	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Sporobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0062
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__UBA2658	0.0	0.0	0.0	0.0129	0.0034	0.0076	0.0023	0.0093	0.0051
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__UBA738	0.0	0.0	0.0	0.0092	0.0132	0.0113	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__UMGS1766	0.0	0.0	0.0	0.0048	0.0108	0.0012	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Vescimonas	0.108	0.1109	0.015	0.3253999999999999	0.3541999999999999	0.3064	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__QAKW01|g__HGM12957	0.0	0.0	0.0	0.0019	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Anaerotruncus	0.0	0.0	0.0	0.0089	0.0	0.0062	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Angelakisella	0.0076	0.0	0.0	0.03	0.0364	0.0331	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Avimicrobium	0.0	0.0	0.0	0.0119	0.0078	0.0071	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Bittarella	0.0	0.0	0.0	0.0	0.0011	0.0011	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__CAG-115	0.0075	0.0	0.0	0.0202	0.0321	0.0179	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__FB2012	0.0	0.0	0.0	0.0016	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Faecalibacterium	1.3599	1.1932	0.2828999999999999	1.4439	1.6088000000000002	1.3461000000000003	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Faeciplasma	0.0	0.0	0.0	0.0045	0.0031	0.0072999999999999	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Faecivivens	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Fimivivens	0.0	0.0	0.0	0.0042	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Fournierella	0.0	0.0	0.0	0.0036	0.0012	0.0026	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Gemmiger	0.8835000000000001	0.7816	0.2090999999999999	0.6268	0.7006	0.5953	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__HGM13222	0.0	0.0	0.0	0.0054	0.0067	0.0014	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__HGM13233	0.0	0.0	0.0	0.0026	0.0037	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__HUN007	0.0564	0.003	0.0238	0.002	0.0013	0.0102	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Hominimerdicola	0.1016	0.118	0.0176	0.2015	0.219	0.2081	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Huintestinicola	0.0531	0.0282	0.0	0.021	0.0344	0.013	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__JAEXNS01	0.03	0.0	0.0	0.0171	0.0126	0.015	0.0	0.0	0.0017
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Massilioclostridium	0.0	0.0	0.0	0.0095	0.0031	0.002	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Merdimmobilis	0.0	0.0	0.0	0.0032	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Negativibacillus	0.0069	0.0	0.0	0.0346	0.0255	0.0316	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Porcipelethomonas	0.0081	0.0	0.0	0.0291	0.0334	0.0406	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Pseudoruminococcus_B	0.0	0.0	0.0	0.0	0.0013	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Pygmaiobacter	0.0	0.0	0.0	0.0013	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminiclostridium_E	0.038	0.0465999999999999	0.0	0.0836	0.0957	0.07	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus	0.0	0.0	0.0	0.0145	0.018	0.0126	0.0	0.0056	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus_C	0.0826	0.0549999999999999	0.0	0.119	0.1099	0.1218999999999999	0.007	0.0099	0.0013
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus_F	0.0	0.0	0.0	0.0055	0.0087	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruthenibacterium	0.0175	0.0226	0.0	0.0225	0.0278	0.0236	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__SFJ001	0.0	0.0	0.0	0.0045	0.003	0.0069	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__SZUA-444	0.0	0.0137	0.0	0.0	0.006	0.0181	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA3818	0.0	0.0	0.0	0.0107	0.0093	0.0107	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA5884	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA866	0.0	0.0	0.0	0.0024	0.0015	0.0018	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UMGS1668	0.0	0.0	0.0	0.0	0.0	0.0	0.2359	0.2823	0.3467
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__YE71	0.0	0.0	0.0	0.0125	0.0131	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Zongyangia	0.0	0.0	0.0	0.0	0.001	0.0026	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__UBA644|g__UBA644	0.0	0.0	0.0	0.0	0.0055	0.0053	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__UMGS1384|g__JAAZBA01	0.0	0.0	0.0	0.0	0.0	0.0	0.0058	0.011	0.0098
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__UMGS1384|g__JAAZKA01	0.0	0.0	0.0	0.0	0.0	0.0	0.0432	0.0416	0.0303
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__UMGS1783|g__UMGS1783	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Peptostreptococcales|f__Acidaminobacteraceae|g__Fusibacter_C	0.0	0.0	0.0	0.0	0.0012	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae|g__Alangreenwoodia	0.0	0.0	0.0	0.0118	0.0109	0.0115	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae|g__CAG-238	0.0	0.0	0.0	0.0203	0.0238999999999999	0.0126	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae|g__CAKQOE01	0.0	0.0	0.0	0.0028	0.0	0.0012	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae|g__Emergencia	0.0	0.0	0.0	0.0057	0.0016	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae|g__Fimisoma	0.0069	0.0	0.0	0.0247	0.0221	0.0149	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae|g__Hominibacterium	0.0	0.0	0.0	0.0061	0.0096	0.0078	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae|g__Lentihominibacter	0.0	0.0	0.0	0.0321	0.0473	0.0486	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae|g__Mogibacterium_A	0.0	0.0	0.0	0.0045	0.0046	0.0016	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae|g__QAKD01	0.0	0.0	0.0	0.0018	0.0045	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_A|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae|g__STD2-154	0.0	0.0	0.0	0.0044	0.0	0.0	0.0	0.0	0.0
