Contig_Names,HiFi_MAG_Pipeline
s18342.ctg021336l,NA
s28584.ctg033846l,NA
s40000.ctg049167l,NA
s13214.ctg015226l,NA
s738.ctg001904l,NA
s39410.ctg048261l,NA
s36.ctg024554l,NA
s3865.ctg004318l,NA
s182.ctg035249l,NA
s6692.ctg007585l,NA
s20828.ctg024329l,NA
s22067.ctg025832l,NA
s23531.ctg027624l,NA
s36.ctg044331l,NA
s1179.ctg007283l,NA
s36.ctg052417l,NA
s30.ctg046998l,NA
s3314.ctg048303l,NA
s3502.ctg003909l,NA
s45.ctg015506l,NA
s30.ctg001966l,NA
s36.ctg003519l,NA
s1760.ctg001943l,NA
s34992.ctg041984c,NA
s13655.ctg015757l,NA
s4857.ctg024913l,NA
s28.ctg000029l,NA
s14221.ctg016436l,NA
s18878.ctg021992l,NA
s4742.ctg005320c,NA
s11990.ctg013785l,NA
s23732.ctg027871l,NA
s31364.ctg037344l,NA
s22354.ctg026172l,NA
s36.ctg032811l,NA
s3173.ctg041119l,NA
s20471.ctg023915l,NA
s8811.ctg010059l,NA
s13098.ctg015090c,NA
s522.ctg009217l,NA
s22649.ctg026535l,NA
s30.ctg004700l,NA
s26052.ctg030702l,NA
s15963.ctg018517l,NA
s1359.ctg001500l,NA
s67.ctg013970l,NA
s39745.ctg048762l,NA
s38586.ctg046968l,NA
s4369.ctg004893l,NA
s42293.ctg053163l,NA
s555.ctg035417l,NA
s36.ctg011650l,NA
s36.ctg052797l,NA
s3491.ctg051804l,NA
s1981.ctg002195l,NA
s35242.ctg042297l,NA
s9080.ctg041830l,NA
s14159.ctg050744l,NA
s26018.ctg030660l,NA
s40046.ctg049240l,NA
s4464.ctg005005c,NA
s67.ctg029211l,NA
s329.ctg019405l,NA
s5381.ctg047572l,NA
s36.ctg025344l,NA
s10639.ctg012203c,NA
s971.ctg001068l,NA
s30956.ctg036799c,NA
s182.ctg050500l,NA
s2516.ctg002795l,NA
s36.ctg029197l,NA
s24056.ctg028262l,NA
s36.ctg048514l,NA
s7213.ctg008171l,NA
s924.ctg026826l,NA
s14633.ctg016917l,NA
s41118.ctg051000l,NA
s4104.ctg004590c,NA
s14540.ctg016807l,NA
s6407.ctg007256l,NA
s10804.ctg012398l,NA
s1611.ctg001779c,NA
s36.ctg040170l,NA
s15918.ctg018458l,NA
s22100.ctg025874l,NA
s10173.ctg011644l,NA
s7759.ctg008828l,NA
s36.ctg050586l,NA
s38332.ctg046588l,NA
s6060.ctg006852l,NA
s18588.ctg021637c,NA
s848.ctg031291l,NA
s16314.ctg018932l,NA
s8701.ctg009929l,NA
s13503.ctg046957l,NA
s27422.ctg032396l,NA
s1431.ctg001579l,NA
s36.ctg058838l,NA
s33166.ctg039594l,NA
s5074.ctg005707l,NA
s4539.ctg005086l,NA
s36.ctg052742l,NA
s24459.ctg028751l,NA
s36.ctg057101l,NA
s36.ctg056770l,NA
s6977.ctg007900l,NA
s27281.ctg032234l,NA
s12318.ctg014162l,NA
s20296.ctg023711l,NA
s36.ctg025340l,NA
s17803.ctg020703l,NA
s290.ctg013983l,NA
s3965.ctg004432l,NA
s33654.ctg040242c,NA
s34699.ctg041608l,NA
s32188.ctg038377l,NA
s36293.ctg043751l,NA
s12167.ctg013982l,NA
s1156.ctg001274l,NA
s16219.ctg018822l,NA
s13654.ctg015756l,NA
s6815.ctg007719c,NA
s10357.ctg011862l,NA
s35415.ctg042536l,NA
s10570.ctg012118l,NA
s13249.ctg015265l,NA
s6556.ctg007421c,NA
s832.ctg049265l,NA
s36.ctg052306l,NA
s30.ctg059833l,NA
s8508.ctg039013l,NA
s11488.ctg013185l,NA
s11335.ctg013018l,NA
s7895.ctg053236l,NA
s7872.ctg008970c,NA
s426.ctg046615l,NA
s40353.ctg049729l,NA
s38484.ctg046818l,NA
s11018.ctg013437l,NA
s16679.ctg019365l,NA
s19677.ctg022952l,NA
s118.ctg047145l,NA
s31745.ctg037824l,NA
s13839.ctg015976c,NA
s11061.ctg012706l,NA
s41308.ctg051329l,NA
s831.ctg034099l,NA
s426.ctg053578l,NA
s29499.ctg034967l,NA
s24842.ctg029222l,NA
s22099.ctg025871l,NA
s26135.ctg030805l,NA
s802.ctg030507l,NA
s31482.ctg037496l,NA
s2718.ctg003027l,NA
s3717.ctg004144l,NA
s30.ctg030698l,NA
s21900.ctg025632l,NA
s36.ctg006555l,NA
s10940.ctg012556l,NA
s10113.ctg011578l,NA
s848.ctg051202l,NA
s9080.ctg013117l,NA
s572.ctg000633l,NA
s4691.ctg005262l,NA
s12690.ctg014614l,NA
s39524.ctg048428l,NA
s1978.ctg002192l,NA
s30.ctg001390l,NA
s257.ctg004175l,NA
s24690.ctg029034l,NA
s12507.ctg014395l,NA
s16236.ctg018840c,NA
s35213.ctg042262l,NA
s37695.ctg045654l,NA
s7921.ctg024276l,NA
s848.ctg056390l,NA
s13883.ctg016026l,NA
s19967.ctg023314l,NA
s18193.ctg021158l,NA
s23573.ctg027674l,NA
s2841.ctg027930l,NA
s1923.ctg027782l,NA
s7140.ctg035404l,NA
s9065.ctg010364c,NA
s36.ctg039749l,NA
s17071.ctg019825l,NA
s18820.ctg021925l,NA
s2067.ctg002292l,NA
s36.ctg049826l,NA
s36341.ctg043812l,NA
s2473.ctg030335l,NA
s21558.ctg053488l,NA
s28903.ctg034237l,NA
s7876.ctg008976l,NA
s30.ctg054261l,NA
s24362.ctg028636l,NA
s1840.ctg020021l,NA
s31010.ctg036867l,NA
s36.ctg043195l,NA
s19486.ctg022734l,NA
s20026.ctg023388l,NA
s26738.ctg031557l,NA
s10289.ctg011787l,NA
s4739.ctg005317l,NA
s14809.ctg041440l,NA
s10459.ctg011992l,NA
s43546.ctg055670l,NA
s21014.ctg024541l,NA
s19091.ctg022257l,NA
s40989.ctg050785l,NA
s30984.ctg036833l,NA
s14546.ctg016815l,NA
s2128.ctg058927l,NA
s40733.ctg050355l,NA
s30137.ctg035769l,NA
s12141.ctg013954l,NA
s21246.ctg024822l,NA
s37961.ctg046050l,NA
s812.ctg000893c,NA
s37368.ctg045202l,NA
s2324.ctg025916l,NA
s36420.ctg043926l,NA
s34758.ctg041690l,NA
s36.ctg030598l,NA
s40295.ctg049637l,NA
s214.ctg007236l,NA
s32174.ctg038359l,NA
s7520.ctg028267l,NA
s15162.ctg017562l,NA
s4051.ctg004530l,NA
s20767.ctg024253l,NA
s36.ctg054595l,NA
s19573.ctg022834c,NA
s36.ctg016484l,NA
s33566.ctg040114l,NA
s19199.ctg022387l,NA
s36.ctg035798l,NA
s36.ctg015742l,NA
s21358.ctg024964l,NA
s1094.ctg001206c,NA
s7925.ctg018508l,NA
s36.ctg044879l,NA
s40431.ctg049879l,NA
s10568.ctg012116l,NA
s7358.ctg008351l,NA
s25338.ctg029817c,NA
s2306.ctg054938l,NA
s36.ctg053532l,NA
s36.ctg050943l,NA
s2426.ctg002687c,NA
s32002.ctg038137l,NA
s18786.ctg021884l,NA
s26188.ctg030879l,NA
s10927.ctg012542c,NA
s36.ctg046527l,NA
s40149.ctg049402l,NA
s19152.ctg022331l,NA
s2224.ctg038977l,NA
s23289.ctg027321l,NA
s20658.ctg024122l,NA
s36.ctg025337l,NA
s18137.ctg021096l,NA
s13099.ctg015091l,NA
s42629.ctg053799l,NA
s1038.ctg004003l,NA
s2682.ctg010683l,NA
s12091.ctg013894l,NA
s37035.ctg044748l,NA
s30.ctg037293l,NA
s5864.ctg006627l,NA
s10993.ctg012627l,NA
s26079.ctg030733l,NA
s42808.ctg054147l,NA
s36.ctg059569l,NA
s30.ctg023010l,NA
s36.ctg027230l,NA
s27074.ctg031971l,NA
s11215.ctg012884l,NA
s17198.ctg019972l,NA
s822.ctg024171l,NA
s2404.ctg002664c,NA
s1040.ctg001142l,NA
s36.ctg053838l,NA
s618.ctg020304l,NA
s5084.ctg005719l,NA
s29187.ctg034586l,NA
s19526.ctg022781l,NA
s1701.ctg027229l,NA
s4075.ctg004557l,NA
s26591.ctg031375l,NA
s3378.ctg003768l,NA
s5453.ctg006158l,NA
s981.ctg010359l,NA
s848.ctg056414l,NA
s2732.ctg024189l,NA
s28329.ctg033526c,NA
s3165.ctg015080l,NA
s10778.ctg012369c,NA
s606.ctg000670c,NA
s36.ctg058649l,NA
s38546.ctg046906l,NA
s426.ctg057071l,NA
s2497.ctg002771l,NA
s36.ctg043194l,NA
s182.ctg016382l,NA
s29391.ctg034841l,NA
s1051.ctg008266l,NA
s5860.ctg006623l,NA
s8414.ctg009594l,NA
s30.ctg035190l,NA
s32778.ctg039102l,NA
s13838.ctg015975l,NA
s39829.ctg048901l,NA
s853.ctg006035l,NA
s2682.ctg047133l,NA
s28726.ctg034014l,NA
s35593.ctg042778l,NA
s15198.ctg017600l,NA
s29265.ctg034685l,NA
s7711.ctg008769l,NA
s12669.ctg014592c,NA
s36.ctg057780l,NA
s9600.ctg010982l,NA
s15129.ctg017520l,NA
s30.ctg016999l,NA
s848.ctg031378l,NA
s617.ctg027910l,NA
s30.ctg021904l,NA
s12940.ctg014913l,NA
s36855.ctg044502l,NA
s10653.ctg012219c,NA
s37918.ctg045981l,NA
s36.ctg020349l,NA
s25277.ctg029739l,NA
s10389.ctg015480l,NA
s855.ctg000943l,NA
s30469.ctg036188l,NA
s7551.ctg008574c,NA
s3864.ctg004317l,NA
s18211.ctg021182c,NA
s31595.ctg037639c,NA
s36.ctg035879l,NA
s25021.ctg029430l,NA
s36.ctg050919l,NA
s2128.ctg004775l,NA
s13057.ctg015042c,NA
s38294.ctg046530l,NA
s21276.ctg024857l,NA
s17213.ctg019990l,NA
s1624.ctg001793c,NA
s36529.ctg044072l,NA
s2985.ctg003322l,NA
s36.ctg053187l,NA
s36.ctg000205l,NA
s36.ctg058979l,NA
s680.ctg033894l,NA
s30647.ctg036420l,NA
s36.ctg006822l,NA
s4199.ctg004697c,NA
s36003.ctg043339l,NA
s33495.ctg040028l,NA
s36.ctg056318l,NA
s12029.ctg013825l,NA
s44665.ctg058400l,NA
s23585.ctg027689l,NA
s3734.ctg004165l,NA
s4129.ctg004619l,NA
s11010.ctg012647l,NA
s31888.ctg038001l,NA
s3176.ctg003545l,NA
s3540.ctg045845l,NA
s9435.ctg010790l,NA
s36.ctg021191l,NA
s9539.ctg010915l,NA
s4015.ctg037224l,NA
s36.ctg059230l,NA
s680.ctg056772l,NA
s4717.ctg020377l,NA
s36.ctg008581l,NA
s26251.ctg030961l,NA
s28411.ctg033633l,NA
s1898.ctg047098l,NA
s1911.ctg002116l,NA
s22081.ctg025848l,NA
s36.ctg036805l,NA
s3355.ctg003744l,NA
s33630.ctg040206l,NA
s426.ctg016970l,NA
s27865.ctg032935l,NA
s30.ctg003575l,NA
s43963.ctg056656l,NA
s21980.ctg025726l,NA
s2291.ctg016465l,NA
s22792.ctg026704l,NA
s29769.ctg035309l,NA
s270.ctg022009l,NA
s35016.ctg042017l,NA
s30.ctg000800l,NA
s35989.ctg043320l,NA
s36756.ctg044364l,NA
s2095.ctg059897l,NA
s27478.ctg032466l,NA
s39438.ctg048304l,NA
s9398.ctg010748l,NA
s39521.ctg048425l,NA
s329.ctg033851l,NA
s6107.ctg006912l,NA
s35862.ctg043142l,NA
s32747.ctg039061l,NA
s15721.ctg018221l,NA
s30776.ctg036582l,NA
s11221.ctg012892l,NA
s4963.ctg005578l,NA
s13287.ctg015311l,NA
s36.ctg056164l,NA
s7.ctg001447l,NA
s848.ctg051235l,NA
s31090.ctg036969l,NA
s13.ctg009025l,NA
s6975.ctg007898l,NA
s13452.ctg015517c,NA
s14372.ctg016615l,NA
s36.ctg056453l,NA
s36565.ctg044119l,NA
s17112.ctg019873l,NA
s19213.ctg022404l,NA
s1695.ctg057469l,NA
s29336.ctg034777l,NA
s39270.ctg048025l,NA
s31556.ctg037589l,NA
s2278.ctg002527l,NA
s43808.ctg056259l,NA
s41703.ctg052063l,NA
s36.ctg007554l,NA
s4374.ctg004899l,NA
s7943.ctg009057l,NA
s5319.ctg006001l,NA
s10859.ctg012459l,NA
s41282.ctg051276l,NA
s3699.ctg004125c,NA
s16717.ctg019411l,NA
s7587.ctg008615l,NA
s6318.ctg007155l,NA
s180.ctg008889l,NA
s4385.ctg045612l,NA
s34880.ctg041846c,NA
s2075.ctg030826l,NA
s14891.ctg017227l,NA
s23462.ctg027543l,NA
s14426.ctg016674c,NA
s27156.ctg032083l,NA
s18023.ctg020960l,NA
s11793.ctg013551l,NA
s19073.ctg022232l,NA
s7065.ctg008004l,NA
s32478.ctg038726l,NA
s36.ctg058249l,NA
s36.ctg021114l,NA
s36.ctg032536l,NA
s44688.ctg058449l,NA
s16209.ctg018811c,NA
s11866.ctg013640l,NA
s30.ctg039256l,NA
s11712.ctg013446l,NA
s36.ctg038924l,NA
s8213.ctg009366l,NA
s2128.ctg008071l,NA
s25326.ctg029801l,NA
s18113.ctg021063l,NA
s2143.ctg002378l,NA
s24068.ctg028280l,NA
s21757.ctg025458l,NA
s7507.ctg008522l,NA
s1222.ctg001344l,NA
s36.ctg050284l,NA
s36.ctg035300l,NA
s37504.ctg045380l,NA
s21225.ctg024796l,NA
s30.ctg003144l,NA
s20108.ctg023488l,NA
s36.ctg054229l,NA
s13137.ctg015136l,NA
s30.ctg005626l,NA
s36.ctg052275l,NA
s36.ctg026980l,NA
s14690.ctg056574l,NA
s12510.ctg014398l,NA
s1051.ctg049134l,NA
s1.ctg036837l,NA
s2902.ctg003229l,NA
s2620.ctg002913l,NA
s30.ctg025572l,NA
s44342.ctg057642l,NA
s36.ctg053715l,NA
s13370.ctg015411l,NA
s26924.ctg031783l,NA
s7031.ctg007963l,NA
s214.ctg006816l,NA
s32557.ctg038828l,NA
s12500.ctg014385l,NA
s16470.ctg019117l,NA
s1356.ctg023733l,NA
s40045.ctg049238l,NA
s98.ctg060340l,NA
s23534.ctg027628l,NA
s2287.ctg027033l,NA
s35795.ctg043046l,NA
s34086.ctg040817l,NA
s31646.ctg037706l,NA
s40857.ctg050563l,NA
s3099.ctg003449l,NA
s42131.ctg052855l,NA
s22800.ctg026714l,NA
s17641.ctg020499l,NA
s5680.ctg053252l,NA
s1587.ctg001751l,NA
s5525.ctg006237c,NA
s36.ctg054393l,NA
s8192.ctg009342l,NA
s15.ctg024685l,NA
s3540.ctg025536l,NA
s3946.ctg004413l,NA
s2732.ctg041389l,NA
s42952.ctg054452l,NA
s17314.ctg020106l,NA
s13503.ctg050902l,NA
s37444.ctg045306l,NA
s8672.ctg009900c,NA
s709.ctg000784l,NA
s21058.ctg024593l,NA
s67.ctg058606l,NA
s298.ctg000330l,NA
s4636.ctg005198c,NA
s20215.ctg023619c,NA
s370.ctg014182l,NA
s24062.ctg028271l,NA
s36.ctg011372l,NA
s4196.ctg004694c,NA
s17449.ctg020269l,NA
s21131.ctg024680l,NA
s3121.ctg003476l,NA
s2009.ctg036684l,NA
s8924.ctg010199c,NA
s24386.ctg028662l,NA
s31478.ctg037492c,NA
s16689.ctg019377l,NA
s34404.ctg041227l,NA
s36.ctg002050l,NA
s36.ctg055327l,NA
s67.ctg056718l,NA
s1898.ctg029161l,NA
s34783.ctg041719l,NA
s30259.ctg035930l,NA
s14412.ctg016659l,NA
s16721.ctg019417l,NA
s6149.ctg006960l,NA
s15430.ctg017882l,NA
s44324.ctg057604l,NA
s11005.ctg012642l,NA
s1211.ctg001332l,NA
s38192.ctg046381l,NA
s36.ctg054180l,NA
s7754.ctg008818l,NA
s32155.ctg038339l,NA
s36.ctg046865l,NA
s36.ctg050862l,NA
s151.ctg024726l,NA
s36968.ctg044654l,NA
s36.ctg055066l,NA
s33069.ctg039472l,NA
s28002.ctg033106l,NA
s10374.ctg011881l,NA
s36.ctg003797l,NA
s27153.ctg032079l,NA
s21153.ctg024706l,NA
s11931.ctg013712l,NA
s36.ctg054812l,NA
s35351.ctg042442l,NA
s28455.ctg033686l,NA
s36.ctg045335l,NA
s39210.ctg047929l,NA
s27759.ctg032809l,NA
s8565.ctg009766l,NA
s39912.ctg049028l,NA
s32748.ctg039063l,NA
s3518.ctg003927l,NA
s35641.ctg042844l,NA
s40825.ctg050508l,NA
s5213.ctg005871c,NA
s30.ctg006791l,NA
s14159.ctg055301l,NA
s27569.ctg032577l,NA
s36.ctg026477l,NA
s36.ctg028946l,NA
s38006.ctg046112l,NA
s4933.ctg005544l,NA
s30335.ctg036027l,NA
s2784.ctg003098l,NA
s11981.ctg013775l,NA
s36.ctg045871l,NA
s9281.ctg010605l,NA
s36694.ctg044287l,NA
s4059.ctg004540l,NA
s7227.ctg056326l,NA
s5548.ctg055966l,NA
s33974.ctg040670l,NA
s36.ctg035202l,NA
s41080.ctg050932c,NA
s16504.ctg019162l,NA
s11354.ctg013039l,NA
s36.ctg052679l,NA
s32921.ctg039292l,NA
s37095.ctg044829l,NA
s1934.ctg016082l,NA
s23022.ctg026993l,NA
s23205.ctg027218l,NA
s36.ctg056692l,NA
s24687.ctg029030l,NA
s652.ctg000722l,NA
s23437.ctg027511l,NA
s22488.ctg026342c,NA
s30.ctg013456l,NA
s29801.ctg035348l,NA
s2927.ctg003257l,NA
s14341.ctg016574l,NA
s3399.ctg003794l,NA
s36.ctg056431l,NA
s9124.ctg010432c,NA
s3655.ctg004075c,NA
s36329.ctg043794c,NA
s3587.ctg004001l,NA
s543.ctg000600l,NA
s24632.ctg049340l,NA
s2128.ctg021401l,NA
s20493.ctg023938l,NA
s40877.ctg050600l,NA
s36.ctg050739l,NA
s6672.ctg007563l,NA
s23146.ctg027150l,NA
s27443.ctg032421l,NA
s6087.ctg006890l,NA
s15210.ctg017617l,NA
s24623.ctg028952c,NA
s5253.ctg005926c,NA
s36.ctg043321l,NA
s4934.ctg005545l,NA
s36.ctg037458l,NA
s43532.ctg055643l,NA
s3579.ctg057063l,NA
s36.ctg057010l,NA
s36409.ctg043913l,NA
s15248.ctg017663l,NA
s17354.ctg020157l,NA
s38796.ctg047303l,NA
s13429.ctg015488l,NA
s13686.ctg015796l,NA
s32593.ctg038871l,NA
s26837.ctg031672c,NA
s36.ctg024512l,NA
s36.ctg004236l,NA
s6765.ctg007666l,NA
s8575.ctg009776c,NA
s4717.ctg057497l,NA
s8636.ctg009854l,NA
s36.ctg057303l,NA
s2637.ctg002934c,NA
s9028.ctg010317l,NA
s24416.ctg028702l,NA
s36.ctg058830l,NA
s36.ctg012790l,NA
s9428.ctg010782l,NA
s5803.ctg006564l,NA
s9451.ctg010808c,NA
s21998.ctg025747l,NA
s30786.ctg036592c,NA
s309.ctg052334l,NA
s1815.ctg002005l,NA
s39402.ctg048246l,NA
s7.ctg018427l,NA
s36.ctg060046l,NA
s14158.ctg016356c,NA
s30607.ctg036371l,NA
s41612.ctg051895l,NA
s37960.ctg046049l,NA
s36.ctg013170l,NA
s16154.ctg018744c,NA
s36.ctg050588l,NA
s822.ctg000904l,NA
s594.ctg033356l,NA
s35620.ctg042818l,NA
s5831.ctg006593l,NA
s36.ctg041245l,NA
s43645.ctg055881l,NA
s2741.ctg003053l,NA
s14350.ctg016587c,NA
s8586.ctg009791l,NA
s40232.ctg049538l,NA
s14358.ctg016595c,NA
s924.ctg002039l,NA
s4460.ctg004999l,NA
s3515.ctg003924l,NA
s1178.ctg013610l,NA
s43112.ctg054791l,NA
s11658.ctg013383c,NA
s36.ctg056040l,NA
s27190.ctg032123l,NA
s4679.ctg017633l,NA
s19828.ctg023144c,NA
s3491.ctg025273l,NA
s67.ctg057131l,NA
s36.ctg004699l,NA
s36.ctg036066l,NA
s36.ctg004991l,NA
s257.ctg016496l,NA
s18832.ctg021940l,NA
s40204.ctg049501l,NA
s37715.ctg045683l,NA
s848.ctg031352l,NA
s2538.ctg021936l,NA
s42207.ctg052999l,NA
s9990.ctg011430l,NA
s9143.ctg010454l,NA
s13.ctg019346l,NA
s19981.ctg023333c,NA
s6473.ctg007330l,NA
s26500.ctg031263l,NA
s36.ctg015765l,NA
s822.ctg049815l,NA
s23091.ctg027083l,NA
s13237.ctg015249l,NA
s22689.ctg026579l,NA
s15332.ctg017769l,NA
s38980.ctg047592l,NA
s30570.ctg036321l,NA
s680.ctg026878l,NA
s30.ctg058166l,NA
s7699.ctg008753l,NA
s32063.ctg038212l,NA
s36325.ctg043789l,NA
s9792.ctg011204l,NA
s5677.ctg006416l,NA
s42462.ctg053506l,NA
s15.ctg026392l,NA
s5498.ctg008250l,NA
s504.ctg000555l,NA
s36.ctg003604l,NA
s10590.ctg012145l,NA
s27870.ctg032940l,NA
s680.ctg024619l,NA
s1262.ctg020077l,NA
s848.ctg059314l,NA
s4895.ctg005497c,NA
s329.ctg026504l,NA
s7664.ctg008709l,NA
s20973.ctg024496l,NA
s39497.ctg048395l,NA
s36.ctg047237l,NA
s22787.ctg026698l,NA
s17532.ctg020370l,NA
s36.ctg050881l,NA
s21117.ctg024659l,NA
s36.ctg006856l,NA
s30.ctg008927l,NA
s39882.ctg048984l,NA
s4155.ctg004649l,NA
s36.ctg050681l,NA
s27003.ctg031880l,NA
s6027.ctg047350l,NA
s33698.ctg040301l,NA
s1840.ctg027719l,NA
s13567.ctg015660c,NA
s16625.ctg019304l,NA
s7415.ctg056464l,NA
s24275.ctg028530c,NA
s9533.ctg010908l,NA
s16142.ctg018725l,NA
s10371.ctg011878l,NA
s15383.ctg017830l,NA
s10063.ctg011519l,NA
s38400.ctg046700l,NA
s31613.ctg037664c,NA
s36.ctg039900l,NA
s294.ctg000326l,NA
s426.ctg032027l,NA
s23980.ctg028170l,NA
s36.ctg022519l,NA
s42761.ctg054071l,NA
s36.ctg018569l,NA
s37055.ctg044776l,NA
s1873.ctg002075l,NA
s16891.ctg019615c,NA
s30.ctg025595l,NA
s36.ctg052431l,NA
s29829.ctg035380l,NA
s6684.ctg007576l,NA
s31699.ctg037768l,NA
s17230.ctg020009c,NA
s22982.ctg026941l,NA
s8265.ctg009422c,NA
s13589.ctg015685c,NA
s36.ctg047053l,NA
s10839.ctg012434c,NA
s23565.ctg027665l,NA
s30.ctg030148l,NA
s8022.ctg009147c,NA
s30.ctg012010l,NA
s5860.ctg030323l,NA
s17647.ctg020505l,NA
s14809.ctg055627l,NA
s1949.ctg002160l,NA
s44565.ctg058170l,NA
s9094.ctg010399l,NA
s981.ctg040804l,NA
s29162.ctg034554l,NA
s36.ctg020364l,NA
s6969.ctg007892l,NA
s10218.ctg011700l,NA
s36.ctg056915l,NA
s14627.ctg016909c,NA
s34683.ctg041585l,NA
s22455.ctg026294l,NA
s98.ctg043210l,NA
s36.ctg016513l,NA
s426.ctg015802l,NA
s17526.ctg020362l,NA
s7047.ctg007983l,NA
s36.ctg040750l,NA
s358.ctg031247l,NA
s36.ctg053189l,NA
s38826.ctg047360l,NA
s27712.ctg032748l,NA
s36.ctg060447l,NA
s3833.ctg004282l,NA
s7243.ctg008209l,NA
s36.ctg037120l,NA
s36.ctg017107l,NA
s5431.ctg006131l,NA
s44239.ctg057391l,NA
s36.ctg035193l,NA
s28397.ctg033617l,NA
s4982.ctg005601l,NA
s32969.ctg039348c,NA
s2059.ctg031758l,NA
s36.ctg029936l,NA
s42912.ctg054361l,NA
s36.ctg060022l,NA
s35539.ctg042703l,NA
s36.ctg059290l,NA
s17511.ctg020342l,NA
s4525.ctg005070c,NA
s14042.ctg016225l,NA
s19301.ctg022505l,NA
s36.ctg010278l,NA
s26083.ctg030738l,NA
s41321.ctg051352l,NA
s18430.ctg021450c,NA
s822.ctg046255l,NA
s14467.ctg016720l,NA
s36686.ctg044279l,NA
s309.ctg017669l,NA
s36777.ctg044396l,NA
s33515.ctg040050l,NA
s17650.ctg020509l,NA
s1971.ctg002184l,NA
s36.ctg047952l,NA
s12915.ctg034940l,NA
s36.ctg059940l,NA
s40271.ctg049600l,NA
s2325.ctg002580l,NA
s22909.ctg026845l,NA
s29500.ctg034968l,NA
s155.ctg003501l,NA
s36.ctg053607l,NA
s10324.ctg011827l,NA
s2075.ctg012846l,NA
s30.ctg014986l,NA
s2128.ctg053425l,NA
s36.ctg048174l,NA
s12759.ctg014697l,NA
s6026.ctg006808l,NA
s18530.ctg021567l,NA
s13435.ctg015495c,NA
s36.ctg058344l,NA
s21205.ctg024768l,NA
s36.ctg049268l,NA
s35479.ctg042620l,NA
s7718.ctg008778c,NA
s13788.ctg015918l,NA
s7415.ctg042993l,NA
s1522.ctg001677l,NA
s26206.ctg030905l,NA
s17473.ctg020296l,NA
s14759.ctg017069l,NA
s17774.ctg020665l,NA
s11440.ctg013131l,NA
s3827.ctg004274l,NA
s13910.ctg049173l,NA
s22900.ctg026836l,NA
s2113.ctg002346l,NA
s7269.ctg047667l,NA
s43449.ctg055475l,NA
s8323.ctg059578l,NA
s30.ctg037762l,NA
s34938.ctg041917l,NA
s9265.ctg010589l,NA
s11410.ctg013099c,NA
s10433.ctg011958l,NA
s13176.ctg015182l,NA
s24421.ctg028708l,NA
s33.ctg037826l,NA
s8678.ctg020794l,NA
s5119.ctg005759l,NA
s36.ctg056654l,NA
s36.ctg044403l,NA
s2128.ctg008379l,NA
s14248.ctg016467l,NA
s20539.ctg023992c,NA
s42531.ctg053623l,NA
s13910.ctg054632l,NA
s10669.ctg016811l,NA
s41581.ctg051844l,NA
s7590.ctg008618l,NA
s3506.ctg046992l,NA
s42076.ctg052760l,NA
s6482.ctg007339l,NA
s7415.ctg035728l,NA
s13472.ctg041806l,NA
s36.ctg055071l,NA
s2128.ctg007439l,NA
s22726.ctg026626l,NA
s38791.ctg047295l,NA
s7144.ctg008097c,NA
s6476.ctg007333l,NA
s13789.ctg015919l,NA
s24002.ctg028194l,NA
s30.ctg031863l,NA
s30.ctg012317l,NA
s2531.ctg002811l,NA
s31459.ctg037467l,NA
s16980.ctg019721l,NA
s21564.ctg025212l,NA
s18392.ctg021399l,NA
s23998.ctg028190l,NA
s2694.ctg002999c,NA
s36.ctg006185l,NA
s8589.ctg009794l,NA
s36.ctg039157l,NA
s20246.ctg023654l,NA
s8067.ctg009196c,NA
s36437.ctg043948c,NA
s4164.ctg004658l,NA
s1377.ctg001519l,NA
s44620.ctg058288l,NA
s36.ctg060489l,NA
s20277.ctg023691l,NA
s30.ctg050191l,NA
s36.ctg058386l,NA
s955.ctg033001l,NA
s23288.ctg027320l,NA
s3314.ctg032033l,NA
s20304.ctg023720l,NA
s520.ctg010372l,NA
s36.ctg037857l,NA
s14011.ctg016189l,NA
s8055.ctg009183l,NA
s38140.ctg046302l,NA
s34145.ctg040889l,NA
s18226.ctg021200c,NA
s18944.ctg022068l,NA
s25427.ctg029921l,NA
s22432.ctg026266l,NA
s14809.ctg038521l,NA
s29572.ctg035053c,NA
s15101.ctg017476c,NA
s22764.ctg026671l,NA
s31037.ctg036899l,NA
s2856.ctg003178c,NA
s39325.ctg048117l,NA
s16940.ctg019670c,NA
s4754.ctg005335l,NA
s416.ctg029465l,NA
s35867.ctg043151l,NA
s27748.ctg032793l,NA
s32078.ctg038235l,NA
s11863.ctg013637c,NA
s36.ctg054320l,NA
s14666.ctg016958l,NA
s12176.ctg013994l,NA
s20508.ctg023955l,NA
s10190.ctg011664l,NA
s23108.ctg027102c,NA
s848.ctg010091l,NA
s36.ctg055824l,NA
s34735.ctg041659l,NA
s6525.ctg007387l,NA
s36.ctg056850l,NA
s36.ctg048712l,NA
s25225.ctg029675l,NA
s10688.ctg052698l,NA
s36.ctg047767l,NA
s36.ctg055368l,NA
s16724.ctg019421l,NA
s36.ctg060206l,NA
s23271.ctg027299l,NA
s8805.ctg010051l,NA
s6145.ctg006955c,NA
s386.ctg005472l,NA
s42135.ctg052861l,NA
s36.ctg057586l,NA
s182.ctg013553l,NA
s36.ctg055522l,NA
s18870.ctg021984l,NA
s36.ctg044712l,NA
s2559.ctg002844l,NA
s2732.ctg046298l,NA
s30.ctg045033l,NA
