Contig_Names,HiFi_MAG_Pipeline
s36.ctg025808l,NA
s18601.ctg021653l,NA
s4354.ctg004875l,NA
s4049.ctg058558l,NA
s36.ctg055909l,NA
s7882.ctg008983c,NA
s26694.ctg031507l,NA
s14983.ctg017331l,NA
s11098.ctg012748l,NA
s36.ctg047489l,NA
s2110.ctg002340l,NA
s8635.ctg009853c,NA
s22950.ctg026902l,NA
s12532.ctg014431l,NA
s3314.ctg027081l,NA
s39098.ctg047765l,NA
s7415.ctg023122l,NA
s31186.ctg037103l,NA
s36.ctg043207l,NA
s40068.ctg049275l,NA
s19722.ctg023006l,NA
s2324.ctg057874l,NA
s1632.ctg001802l,NA
s2875.ctg036220l,NA
s2075.ctg035674l,NA
s3534.ctg003943l,NA
s22840.ctg026767l,NA
s2205.ctg002447l,NA
s16341.ctg018966l,NA
s2808.ctg003125l,NA
s17684.ctg020550l,NA
s41970.ctg052542l,NA
s81.ctg015368l,NA
s10243.ctg051778l,NA
s36.ctg055240l,NA
s16538.ctg019199l,NA
s20559.ctg024014c,NA
s37266.ctg045056l,NA
s23789.ctg027939l,NA
s36.ctg055753l,NA
s44963.ctg059148l,NA
s30991.ctg036843l,NA
s7670.ctg008716l,NA
s25218.ctg029664l,NA
s29590.ctg035076l,NA
s329.ctg058595l,NA
s27292.ctg032245l,NA
s155.ctg033279l,NA
s30.ctg029122l,NA
s41402.ctg051509l,NA
s30192.ctg035841l,NA
s2345.ctg002603l,NA
s7725.ctg044356l,NA
s2433.ctg002695c,NA
s11734.ctg013476l,NA
s5859.ctg036820l,NA
s7140.ctg053122l,NA
s1.ctg058781l,NA
s36.ctg042357l,NA
s17.ctg022389l,NA
s4857.ctg032855l,NA
s42920.ctg054378l,NA
s40964.ctg050742l,NA
s2339.ctg002596l,NA
s35955.ctg043276l,NA
s35584.ctg042766l,NA
s11401.ctg013090l,NA
s29368.ctg034813l,NA
s9177.ctg010492l,NA
s848.ctg034142l,NA
s22128.ctg025909l,NA
s30.ctg017029l,NA
s36.ctg055419l,NA
s4100.ctg004585l,NA
s12088.ctg013891l,NA
s1172.ctg002964l,NA
s3875.ctg004331l,NA
s13410.ctg015463l,NA
s2207.ctg002449l,NA
s11992.ctg013787c,NA
s25849.ctg030450l,NA
s26395.ctg031128l,NA
s36.ctg055688l,NA
s14685.ctg016980l,NA
s34229.ctg040999l,NA
s3173.ctg011397l,NA
s81.ctg008798l,NA
s24843.ctg029223l,NA
s8024.ctg009149l,NA
s1206.ctg001327l,NA
s42435.ctg053441l,NA
s13989.ctg016159l,NA
s36.ctg005667l,NA
s2999.ctg003337l,NA
s14102.ctg016291c,NA
s22143.ctg025930l,NA
s31722.ctg037796l,NA
s7269.ctg048763l,NA
s24210.ctg028457c,NA
s41623.ctg051909l,NA
s27882.ctg032955l,NA
s104.ctg001596l,NA
s30.ctg025686l,NA
s12749.ctg045990l,NA
s7760.ctg048087l,NA
s831.ctg014326l,NA
s15010.ctg017365l,NA
s1861.ctg033341l,NA
s38348.ctg046612l,NA
s2682.ctg053891l,NA
s18134.ctg021093l,NA
s4094.ctg004579l,NA
s30.ctg057545l,NA
s37587.ctg045507l,NA
s9284.ctg010608l,NA
s36.ctg002316l,NA
s12132.ctg013941l,NA
s26377.ctg031107l,NA
s24493.ctg028794l,NA
s2887.ctg003211c,NA
s19630.ctg022898l,NA
s250.ctg000278l,NA
s426.ctg049853l,NA
s1690.ctg001867l,NA
s15910.ctg018449l,NA
s36.ctg022166l,NA
s36.ctg020489l,NA
s7086.ctg008032l,NA
s45310.ctg060043l,NA
s729.ctg000805l,NA
s11252.ctg012925c,NA
s12421.ctg022151l,NA
s41892.ctg052396l,NA
s8297.ctg009460c,NA
s15213.ctg017621c,NA
s25344.ctg029824c,NA
s36.ctg014196l,NA
s6958.ctg007880c,NA
s2592.ctg011154l,NA
s24898.ctg029286l,NA
s98.ctg020914l,NA
s26211.ctg030910l,NA
s7991.ctg009112l,NA
s42668.ctg053871l,NA
s36.ctg044572l,NA
s6928.ctg007846l,NA
s9169.ctg010483l,NA
s36068.ctg043434l,NA
s2088.ctg015457l,NA
s31544.ctg037572l,NA
s2277.ctg047521l,NA
s41647.ctg051947l,NA
s4218.ctg004720l,NA
s19649.ctg022920l,NA
s2647.ctg009857l,NA
s36.ctg014569l,NA
s23962.ctg028151l,NA
s41386.ctg051482l,NA
s40240.ctg049555l,NA
s18237.ctg021214c,NA
s10344.ctg011848l,NA
s8908.ctg010180l,NA
s39756.ctg048783l,NA
s36.ctg054327l,NA
s520.ctg000690l,NA
s7952.ctg009066l,NA
s25986.ctg030622l,NA
s36.ctg054443l,NA
s9699.ctg011094c,NA
s9839.ctg011262l,NA
s5548.ctg051506l,NA
s19607.ctg022871l,NA
s8562.ctg009763l,NA
s24348.ctg028622l,NA
s15075.ctg059411l,NA
s36.ctg058880l,NA
s3537.ctg003946l,NA
s13773.ctg015902l,NA
s36.ctg001359l,NA
s13.ctg014640l,NA
s36.ctg051741l,NA
s36.ctg056254l,NA
s4654.ctg005220l,NA
s740.ctg000817c,NA
s43903.ctg056505l,NA
s924.ctg008247l,NA
s1100.ctg001213l,NA
s5921.ctg036369l,NA
s848.ctg037040l,NA
s1653.ctg001825l,NA
s1898.ctg058162l,NA
s36.ctg007946l,NA
s36.ctg053766l,NA
s39.ctg000040l,NA
s5348.ctg006033l,NA
s981.ctg048673l,NA
s426.ctg060124l,NA
s2484.ctg016355l,NA
s2053.ctg002277l,NA
s45.ctg006063l,NA
s42970.ctg054484l,NA
s37492.ctg045365l,NA
s36202.ctg043628l,NA
s44308.ctg057572l,NA
s15201.ctg017603l,NA
s9785.ctg011196l,NA
s16872.ctg019593l,NA
s848.ctg006118l,NA
s17400.ctg020212l,NA
s36.ctg060169l,NA
s36.ctg056143l,NA
s2758.ctg003071c,NA
s26401.ctg031137l,NA
s13756.ctg015878l,NA
s5993.ctg006771l,NA
s3086.ctg057313l,NA
s22223.ctg026021c,NA
s25262.ctg029722l,NA
s36.ctg003457l,NA
s16660.ctg029027l,NA
s31129.ctg037023l,NA
s19536.ctg022793c,NA
s67.ctg059446l,NA
s36.ctg046452l,NA
s18928.ctg022051l,NA
s13105.ctg015097l,NA
s36.ctg049008l,NA
s1332.ctg001465l,NA
s3404.ctg003800l,NA
s36.ctg051460l,NA
s30152.ctg035788l,NA
s37049.ctg044767l,NA
s3107.ctg003459c,NA
s1172.ctg037799l,NA
s336.ctg034143l,NA
s36.ctg018956l,NA
s18890.ctg037670l,NA
s14783.ctg017097c,NA
s21036.ctg024566c,NA
s4087.ctg004572l,NA
s36692.ctg044285l,NA
s738.ctg037761l,NA
s44138.ctg057137l,NA
s36.ctg014404l,NA
s287.ctg000318l,NA
s1588.ctg057664l,NA
s36.ctg047855l,NA
s3491.ctg011227l,NA
s37429.ctg045291l,NA
s30.ctg055936l,NA
s30.ctg016582l,NA
s7380.ctg008376c,NA
s848.ctg027001l,NA
s13510.ctg015589c,NA
s4117.ctg004604l,NA
s27374.ctg032337l,NA
s35642.ctg042845l,NA
s8666.ctg009894l,NA
s41840.ctg052301l,NA
s151.ctg017139l,NA
s26706.ctg031519l,NA
s67.ctg054825l,NA
s24231.ctg028484l,NA
s15859.ctg018388l,NA
s36.ctg001019l,NA
s36.ctg036424l,NA
s21604.ctg025262l,NA
s28144.ctg033286l,NA
s15612.ctg049233l,NA
s618.ctg038937l,NA
s34580.ctg041455l,NA
s23477.ctg027563l,NA
s7019.ctg007949c,NA
s3590.ctg014424l,NA
s36.ctg023335l,NA
s36.ctg025745l,NA
s426.ctg044340l,NA
s23258.ctg027286l,NA
s34562.ctg041429l,NA
s32096.ctg038256l,NA
s26349.ctg031073l,NA
s22193.ctg025986l,NA
s3396.ctg003791c,NA
s36.ctg051548l,NA
s13475.ctg015545l,NA
s41304.ctg051323l,NA
s3173.ctg003542l,NA
s848.ctg035317l,NA
s3838.ctg004289l,NA
s6516.ctg007376c,NA
s1.ctg043468l,NA
s12241.ctg014066l,NA
s3241.ctg017846l,NA
s4443.ctg004980l,NA
s1700.ctg023081l,NA
s3165.ctg011746l,NA
s20681.ctg024151l,NA
s27113.ctg032025l,NA
s19087.ctg022252l,NA
s9822.ctg011242l,NA
s67.ctg019717l,NA
s11466.ctg013158l,NA
s5142.ctg005787l,NA
s32584.ctg038860l,NA
s33909.ctg040585l,NA
s7257.ctg008223l,NA
s40915.ctg050663l,NA
s12281.ctg014117l,NA
s7238.ctg008200l,NA
s33675.ctg040271l,NA
s1335.ctg001468l,NA
s10317.ctg011818l,NA
s2657.ctg009842l,NA
s42812.ctg054153l,NA
s20657.ctg024121l,NA
s13916.ctg016068l,NA
s37649.ctg045588l,NA
s4015.ctg052028l,NA
s8872.ctg010136l,NA
s36.ctg047811l,NA
s1067.ctg001176l,NA
s2732.ctg009133l,NA
s33886.ctg040555l,NA
s36.ctg012639l,NA
s2538.ctg002819l,NA
s30.ctg029514l,NA
s36.ctg041129l,NA
s7004.ctg007930l,NA
s19751.ctg023040l,NA
s38956.ctg047554l,NA
s30.ctg017086l,NA
s38887.ctg047446l,NA
s848.ctg041848l,NA
s4076.ctg004558l,NA
s43041.ctg054637l,NA
s22731.ctg026632c,NA
s7302.ctg008285l,NA
s617.ctg016344l,NA
s36.ctg011221l,NA
s11814.ctg013575l,NA
s25378.ctg029863l,NA
s2612.ctg002905l,NA
s23574.ctg027676l,NA
s3143.ctg003505l,NA
s41066.ctg050911l,NA
s2324.ctg051179l,NA
s36.ctg054822l,NA
s36.ctg058697l,NA
s36.ctg036326l,NA
s67.ctg045878l,NA
s4728.ctg005304c,NA
s21373.ctg024981l,NA
s33.ctg046239l,NA
s5271.ctg005946l,NA
s38844.ctg047382l,NA
s6253.ctg007076c,NA
s36.ctg038041l,NA
s23735.ctg027874l,NA
s26215.ctg030914l,NA
s25095.ctg029513l,NA
s9080.ctg060533l,NA
s44215.ctg057338l,NA
s4843.ctg005434l,NA
s18580.ctg021628l,NA
s112.ctg000122l,NA
s21781.ctg025487l,NA
s17645.ctg020503l,NA
s33529.ctg040069l,NA
s3491.ctg004451l,NA
s2456.ctg002722l,NA
s35875.ctg043159l,NA
s6028.ctg006810l,NA
s3919.ctg004379l,NA
s41346.ctg051403l,NA
s4434.ctg016894l,NA
s112.ctg031395l,NA
s42690.ctg053907l,NA
s981.ctg020447l,NA
s15595.ctg018082l,NA
s36.ctg059413l,NA
s25461.ctg029966l,NA
s14323.ctg016550l,NA
s36.ctg012580l,NA
s773.ctg053168l,NA
s36.ctg029727l,NA
s44225.ctg057362l,NA
s31583.ctg037625l,NA
s25599.ctg030138l,NA
s6149.ctg035726l,NA
s40520.ctg050009l,NA
s27869.ctg032939l,NA
s4959.ctg005574l,NA
s249.ctg000277l,NA
s5918.ctg006690l,NA
s1.ctg058866l,NA
s7155.ctg008109l,NA
s30.ctg000253l,NA
s18444.ctg021466l,NA
s27274.ctg032226l,NA
s36233.ctg043669l,NA
s21056.ctg024590l,NA
s30166.ctg035806l,NA
s30.ctg000031l,NA
s848.ctg014487l,NA
s38304.ctg046547l,NA
s10139.ctg011605l,NA
s5795.ctg006554c,NA
s4857.ctg008670l,NA
s21438.ctg025065l,NA
s3444.ctg055858l,NA
s164.ctg008710l,NA
s36.ctg030225l,NA
s32342.ctg038568l,NA
s7.ctg003999l,NA
s786.ctg000864l,NA
s1840.ctg037394l,NA
s6149.ctg045237l,NA
s45427.ctg060361l,NA
s1614.ctg010119l,NA
s35021.ctg042023c,NA
s9301.ctg010629l,NA
s30817.ctg036629l,NA
s30297.ctg035977l,NA
s4754.ctg010741l,NA
s67.ctg036496l,NA
s26402.ctg031138l,NA
s11395.ctg013084c,NA
s11078.ctg012726l,NA
s24310.ctg028570l,NA
s7510.ctg008525l,NA
s24974.ctg029375l,NA
s36.ctg054814l,NA
s11268.ctg012943l,NA
s930.ctg001025l,NA
s24982.ctg029384l,NA
s426.ctg054473l,NA
s19752.ctg023041l,NA
s26622.ctg031415l,NA
s21769.ctg025473l,NA
s710.ctg000785l,NA
s40669.ctg050242l,NA
s3454.ctg003855l,NA
s36.ctg055701l,NA
s3989.ctg004462l,NA
s26520.ctg031285l,NA
s38166.ctg046339l,NA
s6703.ctg007597l,NA
s8323.ctg021850l,NA
s6963.ctg007886l,NA
s3427.ctg056786l,NA
s67.ctg046110l,NA
s35481.ctg042622l,NA
s14010.ctg037489l,NA
s42300.ctg053182l,NA
s6499.ctg007357l,NA
s43.ctg005359l,NA
s1246.ctg001372c,NA
s182.ctg006440l,NA
s5750.ctg006502l,NA
s1441.ctg001589c,NA
s10608.ctg012168l,NA
s28513.ctg033757c,NA
s12829.ctg014778l,NA
s1232.ctg001355l,NA
s30.ctg013388l,NA
s8196.ctg058302l,NA
s27075.ctg031972l,NA
s17712.ctg020588l,NA
s8863.ctg010126l,NA
s34666.ctg041563l,NA
s18024.ctg020961l,NA
s20607.ctg024067l,NA
s67.ctg002231l,NA
s5476.ctg006187l,NA
s2224.ctg011354l,NA
s26952.ctg031815l,NA
s30.ctg012612l,NA
s36.ctg043757l,NA
s29320.ctg034754l,NA
s20406.ctg023839l,NA
s6996.ctg007921l,NA
s13472.ctg038141l,NA
s34405.ctg041229l,NA
s42421.ctg053405l,NA
s36.ctg050240l,NA
s25629.ctg030180l,NA
s21931.ctg025671l,NA
s18680.ctg021751c,NA
s43424.ctg055431l,NA
s67.ctg016297l,NA
s2661.ctg002962l,NA
s14125.ctg016316l,NA
s22202.ctg025996l,NA
s28734.ctg034022c,NA
s16242.ctg018847l,NA
s15612.ctg020153l,NA
s7996.ctg058226l,NA
s35043.ctg042054l,NA
s4754.ctg033891l,NA
s13225.ctg015237l,NA
s2491.ctg002764l,NA
s16247.ctg018852l,NA
s15287.ctg017715c,NA
s3872.ctg004328l,NA
s1495.ctg022520l,NA
s36.ctg037561l,NA
s33212.ctg039654l,NA
s36.ctg052316l,NA
s6754.ctg007654l,NA
s34832.ctg041788l,NA
s35004.ctg042001l,NA
s5272.ctg005949l,NA
s14015.ctg016193l,NA
s832.ctg015085l,NA
s24880.ctg029267l,NA
s3051.ctg003396c,NA
s30.ctg028867l,NA
s36.ctg060520l,NA
s30189.ctg035837c,NA
s6369.ctg007211c,NA
s3760.ctg004195l,NA
s17498.ctg020325l,NA
s36.ctg016379l,NA
s36.ctg054431l,NA
s12393.ctg014250l,NA
s44100.ctg057026l,NA
s10350.ctg011854l,NA
s26274.ctg030986l,NA
s10452.ctg011983l,NA
s13113.ctg015108c,NA
s3491.ctg010691l,NA
s41425.ctg051553l,NA
s8434.ctg041111l,NA
s990.ctg059029l,NA
s2091.ctg002319l,NA
s13923.ctg016076l,NA
s981.ctg053919l,NA
s42735.ctg054016l,NA
s36.ctg042804l,NA
s24419.ctg028705l,NA
s40071.ctg049280l,NA
s7623.ctg008657l,NA
s38236.ctg046450l,NA
s36.ctg045957l,NA
s32726.ctg039035l,NA
s6035.ctg056910l,NA
s43717.ctg056046l,NA
s9779.ctg011188l,NA
s7227.ctg027131l,NA
s257.ctg011631l,NA
s29948.ctg035524l,NA
s14522.ctg016784l,NA
s36.ctg050471l,NA
s924.ctg027332l,NA
s27319.ctg032277l,NA
s36.ctg058355l,NA
s12364.ctg014217l,NA
s30.ctg005339l,NA
s29134.ctg034519l,NA
s30285.ctg035960l,NA
s35658.ctg042865l,NA
s2732.ctg039317l,NA
s36.ctg035227l,NA
s4084.ctg004568l,NA
s3491.ctg040182l,NA
s44251.ctg057414l,NA
s4978.ctg005596l,NA
s16113.ctg018690l,NA
s5651.ctg029701l,NA
s44029.ctg056855l,NA
s36.ctg055346l,NA
s27788.ctg032844l,NA
s2664.ctg002967l,NA
s36.ctg023180l,NA
s36.ctg050566l,NA
s7140.ctg031984l,NA
s948.ctg001044l,NA
s36.ctg053971l,NA
s21683.ctg025367c,NA
s30.ctg036514l,NA
s36.ctg050972l,NA
s822.ctg057501l,NA
s3229.ctg003608l,NA
s36.ctg057417l,NA
s12765.ctg014706l,NA
s36.ctg053593l,NA
s19533.ctg022789l,NA
s33838.ctg040489l,NA
s18354.ctg021351l,NA
s36.ctg048192l,NA
s3972.ctg004440l,NA
s13513.ctg015592c,NA
s4231.ctg004735l,NA
s1840.ctg003578l,NA
s27926.ctg033010c,NA
s27789.ctg032845l,NA
s36.ctg022996l,NA
s426.ctg055612l,NA
s14534.ctg016801l,NA
s8459.ctg009643c,NA
s42348.ctg053273l,NA
s36.ctg053675l,NA
s67.ctg018226l,NA
s40995.ctg050797l,NA
s18569.ctg021613l,NA
s32982.ctg039362l,NA
s3222.ctg003598l,NA
s39852.ctg048938l,NA
s25881.ctg030492l,NA
s36.ctg059395l,NA
s3964.ctg004431l,NA
s5478.ctg006189l,NA
s13894.ctg016042l,NA
s20916.ctg024433l,NA
s28670.ctg033946l,NA
s36.ctg054040l,NA
s21069.ctg024604c,NA
s11205.ctg012873c,NA
s3347.ctg003734c,NA
s5368.ctg006057l,NA
s7225.ctg008184l,NA
s41168.ctg051092l,NA
s45445.ctg060410l,NA
s20911.ctg024427c,NA
s6358.ctg007196l,NA
s1898.ctg049467l,NA
s9414.ctg010766l,NA
s39969.ctg049115l,NA
s29164.ctg034556l,NA
s31363.ctg037343c,NA
s618.ctg005767l,NA
s1167.ctg001285l,NA
s34710.ctg041625l,NA
s36.ctg052022l,NA
s36.ctg056227l,NA
s6781.ctg007682c,NA
s2732.ctg052102l,NA
s31933.ctg038052l,NA
s33930.ctg040614l,NA
s25454.ctg029958l,NA
s2270.ctg036933l,NA
s36.ctg024429l,NA
s15116.ctg017500l,NA
s2088.ctg009131l,NA
s36.ctg050705l,NA
s40496.ctg049973l,NA
s39306.ctg048085l,NA
s3513.ctg003922l,NA
s3569.ctg003982l,NA
s2538.ctg015568l,NA
s43551.ctg055684l,NA
s3346.ctg003733l,NA
s2809.ctg003126l,NA
s2791.ctg003106l,NA
s6638.ctg007521l,NA
s5024.ctg005651l,NA
s42714.ctg053974l,NA
s41228.ctg051191l,NA
s14585.ctg016862l,NA
s27038.ctg031927l,NA
s1864.ctg002065c,NA
s15223.ctg017631l,NA
s44267.ctg057461l,NA
s36.ctg055266l,NA
s7975.ctg009092l,NA
s30.ctg052031l,NA
s36.ctg046676l,NA
s29011.ctg034368l,NA
s3106.ctg003458l,NA
s21922.ctg025659l,NA
s23699.ctg027825l,NA
s21433.ctg025060l,NA
s16604.ctg019282l,NA
s36.ctg044377l,NA
s28990.ctg034344l,NA
s36.ctg056396l,NA
s30.ctg056688l,NA
s37324.ctg045139l,NA
s18060.ctg021002l,NA
s12418.ctg014281l,NA
s11896.ctg013674l,NA
s5209.ctg017358l,NA
s36.ctg055887l,NA
s43747.ctg056120l,NA
s8196.ctg031583l,NA
s5358.ctg006046l,NA
s25392.ctg029879l,NA
s14809.ctg039504l,NA
s767.ctg026109l,NA
s36.ctg025495l,NA
s31428.ctg037426l,NA
s36.ctg048519l,NA
s8420.ctg009600l,NA
s36.ctg031562l,NA
s981.ctg056668l,NA
s16164.ctg018754l,NA
s4355.ctg004876l,NA
s36.ctg008939l,NA
s5178.ctg005833l,NA
s21051.ctg024585l,NA
s20318.ctg023735l,NA
s11627.ctg013344l,NA
s3781.ctg004218c,NA
s34659.ctg041555l,NA
s36.ctg057618l,NA
s17194.ctg019967l,NA
s30.ctg054760l,NA
s1905.ctg058374l,NA
s10300.ctg011798l,NA
s18111.ctg021060l,NA
s8831.ctg010084l,NA
s36.ctg005799l,NA
s30.ctg030768l,NA
s5367.ctg006056c,NA
s30.ctg032345l,NA
s31413.ctg037405l,NA
s67.ctg059626l,NA
s6025.ctg006807l,NA
s41607.ctg051886l,NA
s4157.ctg004651l,NA
s426.ctg048060l,NA
s32662.ctg038953l,NA
s1199.ctg001320l,NA
s13518.ctg015599l,NA
s623.ctg000691l,NA
s21598.ctg025254l,NA
s19326.ctg022540l,NA
s42825.ctg054179l,NA
s67.ctg034709l,NA
s41170.ctg051096l,NA
s3659.ctg004079l,NA
s36.ctg054354l,NA
s36.ctg029014l,NA
s23191.ctg027201l,NA
s36.ctg007500l,NA
s36.ctg048577l,NA
s5630.ctg006358l,NA
s14704.ctg017007l,NA
s13342.ctg015381c,NA
s25867.ctg030474c,NA
s17022.ctg019772l,NA
s26807.ctg031642l,NA
s555.ctg000613l,NA
s4907.ctg005511c,NA
s28060.ctg033181l,NA
s9380.ctg010725l,NA
s9049.ctg010341l,NA
s10185.ctg011659l,NA
s30.ctg029535l,NA
s43889.ctg056459l,NA
s5323.ctg035493l,NA
s1587.ctg036622l,NA
s12496.ctg014379c,NA
s3506.ctg025176l,NA
s1861.ctg024791l,NA
s9801.ctg023495l,NA
s6788.ctg007691l,NA
s35330.ctg042410l,NA
s36.ctg034618l,NA
s36.ctg054952l,NA
s13527.ctg015615c,NA
s36.ctg008386l,NA
s145.ctg000158l,NA
s5651.ctg049954l,NA
s30.ctg031568l,NA
s36.ctg050825l,NA
s7323.ctg008310l,NA
s35130.ctg042167l,NA
s32373.ctg038606l,NA
s36.ctg058575l,NA
s28182.ctg033330l,NA
s30.ctg002755l,NA
s36.ctg053276l,NA
s10141.ctg011607l,NA
s172.ctg000188l,NA
s35971.ctg043297l,NA
s36.ctg051193l,NA
s20177.ctg023574c,NA
s22831.ctg026754l,NA
s36808.ctg044440l,NA
s9570.ctg010948l,NA
s21372.ctg024979l,NA
s36.ctg014292l,NA
s1138.ctg001255l,NA
s15890.ctg018428l,NA
s35237.ctg042291l,NA
s41107.ctg050978l,NA
s38071.ctg046197c,NA
s1970.ctg020571l,NA
s28660.ctg033934l,NA
s32293.ctg038512l,NA
s30623.ctg036387l,NA
s3832.ctg033768l,NA
s26406.ctg031143l,NA
s26125.ctg030795c,NA
s2128.ctg050712l,NA
s9956.ctg011392c,NA
s27776.ctg032831l,NA
s26483.ctg031242c,NA
s41253.ctg051234l,NA
s36082.ctg043455l,NA
s33104.ctg039515l,NA
s36.ctg049246l,NA
s42072.ctg052754l,NA
s1781.ctg001965c,NA
s31116.ctg037003l,NA
s18140.ctg021100l,NA
s23077.ctg027065l,NA
s30.ctg037925l,NA
s20210.ctg023613l,NA
s16200.ctg018800l,NA
s36.ctg039166l,NA
s36.ctg059379l,NA
s35865.ctg043148l,NA
s1923.ctg030836l,NA
s12018.ctg013813l,NA
s67.ctg007547l,NA
s13196.ctg015203l,NA
s8961.ctg010238l,NA
s38634.ctg047045l,NA
s36.ctg049968l,NA
s40463.ctg049927l,NA
s6741.ctg007638c,NA
s11836.ctg013605c,NA
s118.ctg012324l,NA
s10360.ctg011865l,NA
s1747.ctg001928l,NA
s831.ctg033504l,NA
s36.ctg036259l,NA
s36.ctg023278l,NA
s1640.ctg001810l,NA
s32139.ctg038317l,NA
s36.ctg060102l,NA
s7681.ctg008732l,NA
s1825.ctg002018l,NA
s36.ctg037689l,NA
s1863.ctg002064l,NA
s25463.ctg029968l,NA
s3086.ctg039610l,NA
s24179.ctg028419l,NA
s42824.ctg054178l,NA
s36.ctg046677l,NA
s36.ctg052952l,NA
s14690.ctg040602l,NA
s37318.ctg045133l,NA
s17233.ctg020012l,NA
s36.ctg004326l,NA
s3545.ctg003956l,NA
s11029.ctg012671l,NA
s42507.ctg053589l,NA
s10320.ctg011822l,NA
s22424.ctg026258l,NA
s28204.ctg033361l,NA
s39434.ctg048298l,NA
s12950.ctg045088l,NA
s1337.ctg001470c,NA
s1840.ctg037186l,NA
s16951.ctg019684l,NA
s2592.ctg040065l,NA
s7002.ctg007928l,NA
s17076.ctg019831l,NA
s42647.ctg053840l,NA
s13.ctg006804l,NA
s18232.ctg021208l,NA
s1947.ctg002158l,NA
s302.ctg000334c,NA
s1830.ctg002023l,NA
s67.ctg046064l,NA
s1814.ctg002004l,NA
s7323.ctg013945l,NA
s7728.ctg008788l,NA
s39602.ctg048543l,NA
s21430.ctg025057l,NA
s15470.ctg017927l,NA
s14039.ctg016222l,NA
s36.ctg055325l,NA
s84.ctg000093c,NA
s41619.ctg051905l,NA
s9782.ctg011191c,NA
s36.ctg059284l,NA
s33849.ctg040502l,NA
s35903.ctg043205l,NA
s43384.ctg055347l,NA
s2291.ctg002542l,NA
s5113.ctg043826l,NA
s1840.ctg049231l,NA
s35034.ctg042043l,NA
s2224.ctg016178l,NA
s11115.ctg012767l,NA
s35689.ctg042906l,NA
s664.ctg000734l,NA
s32957.ctg039336l,NA
s30.ctg015883l,NA
s7018.ctg007947l,NA
s32512.ctg038770l,NA
s43726.ctg056070l,NA
s680.ctg045187l,NA
s14691.ctg016988l,NA
s25618.ctg030165l,NA
s36.ctg056480l,NA
s1373.ctg001515l,NA
s25001.ctg029406l,NA
s42190.ctg052967l,NA
s38248.ctg046471l,NA
s36.ctg028093l,NA
s426.ctg031112l,NA
s8111.ctg009248c,NA
s36.ctg022078l,NA
s5487.ctg006198l,NA
s42977.ctg054495l,NA
s6165.ctg006978l,NA
s33187.ctg039628l,NA
s738.ctg041672l,NA
s35509.ctg042664l,NA
s12464.ctg014343l,NA
s5284.ctg005961l,NA
s36.ctg059836l,NA
s20948.ctg024467c,NA
s25904.ctg030523l,NA
s30.ctg020742l,NA
s44237.ctg057388l,NA
s12971.ctg014947c,NA
s36.ctg040532l,NA
s25376.ctg029860l,NA
s36.ctg002478l,NA
s29068.ctg034433l,NA
s15646.ctg018139l,NA
s8435.ctg009616l,NA
s15947.ctg018493l,NA
s36.ctg042236l,NA
s30.ctg057954l,NA
s386.ctg016018l,NA
s7530.ctg008547l,NA
s44981.ctg059194l,NA
s39344.ctg048145l,NA
s14690.ctg034616l,NA
s17436.ctg020254l,NA
s30.ctg038229l,NA
s36.ctg012365l,NA
s24672.ctg029010l,NA
s5639.ctg006368l,NA
s8721.ctg009953l,NA
s19888.ctg023213l,NA
s12406.ctg014267l,NA
s23798.ctg027952l,NA
s36.ctg039369l,NA
s30.ctg039719l,NA
s15939.ctg018484l,NA
s36.ctg056846l,NA
s182.ctg003481l,NA
s24300.ctg028559l,NA
s767.ctg047864l,NA
s16169.ctg018762l,NA
s3857.ctg004310l,NA
s12409.ctg014270l,NA
s36.ctg014963l,NA
s8204.ctg009356l,NA
s36.ctg041231l,NA
s20605.ctg024064l,NA
s9598.ctg010980l,NA
s36.ctg039697l,NA
s28065.ctg033187l,NA
s5921.ctg041174l,NA
s32086.ctg038244l,NA
s2786.ctg003100c,NA
s36158.ctg043558l,NA
s4717.ctg021272l,NA
s43798.ctg056238l,NA
s35679.ctg042891l,NA
s13629.ctg015728l,NA
s36.ctg008648l,NA
s18973.ctg022102l,NA
s848.ctg050032l,NA
s9091.ctg010396l,NA
s32246.ctg038452l,NA
s7350.ctg008343l,NA
s25092.ctg029510l,NA
s31050.ctg036914l,NA
s23734.ctg027873l,NA
s32127.ctg038301l,NA
s3905.ctg004363c,NA
s36.ctg004936l,NA
s30.ctg045481l,NA
s18613.ctg021671l,NA
s28768.ctg034065l,NA
s37929.ctg046005c,NA
s738.ctg020327l,NA
s30566.ctg036313l,NA
s36.ctg055600l,NA
s3917.ctg004377l,NA
s4097.ctg004582l,NA
s33123.ctg039545l,NA
s3703.ctg004129l,NA
s848.ctg029179l,NA
s287.ctg000483l,NA
s924.ctg051422l,NA
s2918.ctg003248c,NA
s20346.ctg023766l,NA
s21910.ctg025646l,NA
s3357.ctg003746l,NA
s41859.ctg052339l,NA
s36.ctg045072l,NA
s3898.ctg027822l,NA
s15814.ctg018334l,NA
s981.ctg058834l,NA
s2324.ctg056634l,NA
s29641.ctg035142l,NA
s29058.ctg034422l,NA
s12331.ctg014176c,NA
s668.ctg000738c,NA
s30.ctg030665l,NA
s2324.ctg054226l,NA
s32486.ctg038736l,NA
s36.ctg037757l,NA
s36.ctg007962l,NA
s26721.ctg031535l,NA
s31059.ctg036926l,NA
